NU_ANO_CENSO,QT_MAT,QT_ING,QT_CONC,EVASAO_PUBLICA,RETENCAO_PUBLICA,SUCESSO_PUBLICA,EVASAO_PRIVADA,RETENCAO_PRIVADA,SUCESSO_PRIVADA,EVASAO_NAO INFORMADA,RETENCAO_NAO INFORMADA,SUCESSO_NAO INFORMADA,CENTRO,EVASAO_ETNICO,RETENCAO_ETNICO,SUCESSO_ETNICO,EVASAO_REDE PUBLICA,RETENCAO_REDE PUBLICA,SUCESSO_REDE PUBLICA,EVASAO_SOCIAL,RETENCAO_SOCIAL,SUCESSO_SOCIAL,EVASAO_BRANCA,RETENCAO_BRANCA,SUCESSO_BRANCA,EVASAO_PRETA,RETENCAO_PRETA,SUCESSO_PRETA,EVASAO_PARDA,RETENCAO_PARDA,SUCESSO_PARDA,EVASAO_MASCULINO,RETENCAO_MASCULINO,SUCESSO_MASCULINO,EVASAO_FEMININO,RETENCAO_FEMININO,SUCESSO_FEMININO,EVASAO,RETENCAO,SUCESSO
2011,6861.0,1708.0,1007.0,92.42092989360151,,,,,,10.361815685695358,,,CCS,,,,92.42092989360151,,,92.42092989360151,,,5.270225624404619,,,3.9503053303884084,,,3.6253424051048757,,,14.929767083679753,,,9.994100238062112,,,11.037854985059152,,
2012,6966.0,1705.0,949.0,49.2912679242321,,,,,,7.75464350182555,,,CCS,,,,28.38289730839519,,,99.00947459086994,,,5.063924107461823,,,12.1375912771937,,,6.723453696741238,,,13.451953183753014,,,9.423091307500028,,,10.330732050352045,,
2013,7975.0,2092.0,1029.0,48.014709442853366,,,94.44514106583073,,,0.32546210077740295,,,CCS,87.07210031347962,,,14.209012394354863,,,90.42006269592477,,,3.9045113794213555,4.35173813467574,38.13326618814642,2.8248214260384645,10.220062695924765,26.879982086878638,4.2478259966606355,7.230962771733563,34.85789918893367,10.047086900764791,12.017514062728457,28.12093630961554,7.679881193568098,15.040479195459998,25.792683686098275,8.31592187909517,14.133336898738861,26.076102149941672
2014,8014.0,2111.0,1112.0,21.89931448198999,,,1.3713501372597954,,,24.645503610019198,19.274350666529596,32.58632873038582,CCS,39.540375252469225,,,23.85907738970975,,,31.474605611850727,,,9.488173251392748,10.080470609175263,71.18400047957297,11.255306394139373,20.459207352046203,59.31598868646535,9.34758830582706,13.66423319877782,66.92872754618281,18.1045548943291,24.32987274196496,51.342195877821894,13.190393023459697,22.273416799248473,55.04146995057295,14.783470551681159,22.26767611040079,54.422390562923106
2015,8082.0,2036.0,1072.0,15.622550388316972,2.8968761210836353,28.790090685197573,14.153652929311681,,,6.118482873728393,37.6723764935997,42.87565742774556,CCS,21.703931237731915,,,16.95387952803389,18.29995320427808,22.978585093406817,21.5759264492143,,1.7500309329373918,1.6190326029265498,15.604282023626054,81.71827423854998,7.014279856905631,31.221478499503736,34.18323297313646,4.906323969542098,13.325328209687704,78.51028580427244,17.27234311736444,44.42008566151492,43.343138110186956,10.509788290617193,22.598698316595463,71.41732456009578,12.343605133289163,28.94783479312287,64.7980529770449
2016,8072.0,1959.0,1156.0,14.476110103946821,25.733004608621545,26.126974361141713,13.039902096275712,,,8.544566037341735,14.422706921883611,82.11464575619362,CCS,17.502715787942964,,,14.570544777699265,34.31852475850715,33.2478681376469,17.03343054119195,,0.27912846878097125,6.165472380432912,12.6839527912006,84.52886075977723,7.414423595794675,32.9057722328419,57.88842723183655,6.659349874926141,14.415907225197081,75.56853907586387,17.63506493188299,32.49347039335619,62.105860612385854,10.453716201075208,24.73562179161127,69.41968189390518,12.558490793047595,25.069811059723147,68.27500516847553
2017,8769.0,2103.0,1189.0,5.875672582915237,37.5467179862267,50.22839808613352,4.9948507223249425,29.286134861424095,27.287682843378754,1.7404055076244205,4.867673611809874,37.79592884023264,CCS,7.3523696714768025,14.775960346829768,23.338110119471565,6.489372223993931,28.543967181608135,58.905362502549046,7.8226599010837745,20.68317017288536,21.58855057589235,0.8637133309018719,10.835384737617165,86.79345742582251,1.9835047262595562,12.404601708399177,70.3241396912283,3.1770954125991175,8.03557892965134,90.00999585574924,5.585857575466507,28.690347967412286,62.73923351842863,4.072309585976103,21.876688151641257,71.26413601771765,4.232128548847706,24.260684270188467,68.12432612294334
2018,8852.0,2148.0,1172.0,11.154648637355233,47.25007258307697,38.804649780091516,12.149149394618565,37.4127872431093,41.82458500886212,10.444064019527191,8.450067781292363,25.97153185720741,CCS,13.105603514705553,48.440081648509974,24.922198152282693,11.627437672234738,44.15635718455143,45.247686255180724,10.672132577702525,48.27393586653792,27.762324408545144,6.806466702345107,16.788934730485522,80.12866803909945,8.330663510357697,21.248661123568116,73.65659066241152,11.617336301071468,31.844601767564953,64.81164884280096,13.599580192880504,43.39378439492805,47.33116568604904,11.324176287759942,27.28145808594054,65.13942381585379,11.433994228214754,34.26167003738018,57.84319894014434
2019,8964.0,2065.0,1250.0,10.27526827810509,34.042293123070316,57.880999685889414,10.341636653614145,32.14738154075184,60.081858871167455,9.075375680021576,4.979473449352968,33.09683177153057,CCS,11.088279032310234,41.27176872240471,50.193371112925675,10.168473630962017,36.56644369784868,55.61376580114737,10.30796944011606,40.290130923878614,51.647735229640254,3.402465137267627,12.32926382280971,85.25470127181349,6.355709874029434,23.378802140534493,71.83217512926701,10.13092218306198,23.544828436853027,73.85453285993059,12.943218914581992,36.236386900881605,54.556017367210565,9.034849228664905,26.0320950803669,67.52305318470482,10.121884755046734,29.42519822861995,63.32715245495825
2020,8968.0,1966.0,1172.0,10.110155067672855,37.941083945395235,56.46496585339056,8.457513448643226,33.50264112346195,60.39768955900247,11.096010214969127,9.199375557537913,23.037466547725245,CCS,11.32676964302687,43.827628495109536,50.873681523848646,10.700798654732532,40.84585978492038,53.83490132495024,10.56850702412728,41.54880775161454,52.83411987860903,2.3178407714874165,23.12344889037278,74.19165838453767,1.8388369304414451,38.25094914384806,59.933591720500736,10.625492012800581,29.636250734976187,67.3177286520914,13.471785374036843,42.999291575809195,51.53295763761604,7.742047239699656,30.52587378588516,64.48026350798689,9.348388877570972,34.51700206020242,60.51947823799595
2021,9157.0,2003.0,922.0,8.978183802601576,53.78540238841477,42.65421615312858,7.15054650692793,49.508533158876546,47.28946647472396,10.64213170252266,16.703068690619197,22.594736267336465,CCS,8.901520227390886,58.5050149416816,37.186214313999955,9.169023450968927,54.57661730192017,41.76717998758402,8.410135148572842,58.44667806727143,38.1936025294112,3.422344968351593,36.73779051735697,61.50133714642069,6.588340841857773,46.906696694027566,50.772781253050184,8.470486033578275,50.60209748931297,46.43303153724558,9.850504969417813,55.13881008464544,40.55005744460812,7.493026093863735,48.23521135805946,48.77721722906749,8.197700552231206,51.55380161593585,45.325575369438674
2022,9668.0,2079.0,1159.0,7.30218948000571,35.68394072345856,58.300027669405516,9.838141551245414,41.42735174975354,52.83429226231961,5.994575460855974,5.368225072403806,38.23955316508068,CCS,6.923739491347728,39.62363324584631,54.51975190393894,6.989434088607509,37.05442084286552,56.89676756541609,5.929212458077063,35.44095871460082,58.924564207149764,5.803649880831624,22.410580955285653,74.07828003349726,5.252371322415052,29.894932057231443,67.50512426695846,8.646984307051628,39.62282646970258,54.858809272398304,8.129821705028712,45.22909374539463,48.87909045337633,8.613444669898872,33.31501219904568,60.699004142408135,8.01508244725571,37.901524676923266,56.1859784488504
2009,6125.0,1684.0,775.0,,,,,,,,,,CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,5643.0,1082.0,524.0,,,,,,,,,,CLA,,,,,,,,,,10.53268213014585,,,12.071503460154478,,,13.254191962543976,,,14.484587160132916,,,15.22098874944031,,,14.43925752375159,,
2011,5536.0,1290.0,649.0,36.50650289017341,,,,,,17.622838913355153,,,CLA,,,,11.777456647398845,,,11.777456647398845,,,11.420247194491965,,,12.956130678144724,,,11.63178374199585,,,22.253405651777175,,,16.33384441341198,,,17.78070245461354,,
2012,5266.0,856.0,716.0,29.204349039273897,,,,,,9.46494538727912,,,CLA,,,,16.431323003945216,,,82.89023927079377,,,7.38383435817223,,,14.41207402764412,,,8.510758461826745,,,11.243734523573224,,,10.239515862961174,,,10.382353168355307,,
2013,5485.0,1116.0,702.0,39.46251717527185,,,83.91978122151322,,,1.292633624858766,,,CLA,33.1996353691887,,,11.491064066526791,,,31.267092069279855,,,4.611259841590129,22.466638859474678,31.39555285685419,3.777105604817546,23.03225303459195,15.327408082649649,4.636578190540251,19.79707072332234,33.231968274812395,7.661496127910653,28.400733005029682,25.550316150179672,6.551393952441182,31.73381569598787,20.3052220428811,6.650170901475296,31.96162957301915,21.47277571511988
2014,5405.0,859.0,773.0,9.61983452951233,,,2.3913530356882027,,,17.306857319885985,20.367453403502704,44.15756602649704,CLA,10.144935442807782,,,9.234332906359612,,,10.121536496189595,,,5.356408751838758,14.060279213213759,68.40679481857013,10.541232838689096,32.83151589904596,37.86308973172988,6.524574010991682,24.218295775203494,51.01150424627712,9.127924274911587,30.93984163937264,53.19897524220844,8.468185520028706,29.57243520045622,53.54923075110367,8.278175837076983,30.00914847252374,60.208229205708754
2015,5292.0,866.0,697.0,11.21182288768694,20.972952312238025,27.436696900982614,15.837524938625084,,,6.772374107706771,44.208558317284215,50.441354216148675,CLA,13.4794946386381,,,11.719353486662648,33.81241018996121,21.395367670877874,13.121938739772576,,0.6208832739444984,4.836408456770627,26.029229779273635,69.46737353610514,5.117945326278659,38.338792307046276,46.41124968505921,4.075952711582235,26.743852016817375,68.63701386843448,10.056831187555783,45.89227660510261,46.684763855068475,8.789364120237718,42.19870982046248,49.95768674643315,9.19180383268581,42.615115814268506,51.42286752576921
2016,5328.0,868.0,709.0,12.706690942086267,65.38823597279311,25.57135595344629,12.609348475550293,,,8.881166081558785,5.893336396727562,77.96566343219487,CLA,14.586507311824338,,,14.013102320322805,56.85439586316779,25.791002331180906,14.00416905720948,,,5.552741087238068,14.796499705790042,81.22323568869622,7.750305013236047,25.713291416416414,56.64977477477478,7.552924999251752,19.22667492979993,75.32205907205908,13.684739469778798,27.418112121541693,61.941082722332716,10.052765741963864,23.83301100904017,68.84336183242448,10.402251945836843,25.393355592562987,69.61793085227463
2017,5755.0,866.0,716.0,2.80525075733833,51.811352499255165,41.241306672661146,6.414452240113,49.39205564864513,21.664013264057765,3.1863202151646983,0.43440486533449174,30.44309296264118,CLA,4.178789161412967,36.02240287948368,6.857804807413842,2.319532411500359,47.756915307501934,42.7834181457118,2.24554577619965,37.121343759050106,13.443382565884736,1.0489796399746827,17.99657794928259,77.36851168910248,2.225394067270696,34.08299722287559,50.287293939770045,2.199142010610299,36.11312351234261,53.42050072719056,3.0804846646792674,35.89312177782362,58.401869779580515,2.7591254447455262,24.269768560132142,68.29143855508802,2.7332466705255407,29.49148752399537,65.43883222095559
2018,5909.0,1038.0,707.0,7.913869844083351,35.46544483752208,40.13851761188444,10.014499588677092,33.313873522908786,58.973523501262946,9.968257571913012,,19.597224572685732,CLA,9.25018838540232,48.14353167270701,15.053152473264365,8.525297047726198,34.15310446960481,34.57532632167767,9.477050281043653,50.393014940882466,12.506725941740328,5.166194510588506,11.075943609653503,81.75008427362894,7.67697942470949,36.963989343811384,40.34128730185592,8.652586736138794,23.397827688146812,65.36200061341172,8.981501699660981,26.64588683759826,64.84402525606622,7.482027892657143,20.599464121885585,71.08228959984889,7.903230957445937,22.736552174082348,70.2927934258975
2019,6190.0,1374.0,682.0,10.019679779409225,26.422120488368144,49.839992846607075,12.093490978975401,31.921591283808898,57.34957078301731,9.556139949041212,0.420032310177706,23.24717285945073,CLA,9.789961205275437,37.85764871305436,33.015181702833154,9.33835257644794,31.459222519072817,43.789325592268625,9.136192442451467,39.72706010747639,30.149842528679365,5.699613982734577,14.279970849459175,76.85666985425084,4.629242188952751,15.00098608983908,56.95476575121163,11.528980645486513,25.390820275193924,59.08199063335431,12.003901721203924,22.773647017566674,58.52091685278378,9.826119858758572,25.078303012534278,60.75919205716706,10.226074855934337,24.25408528299306,65.55121875439124
2020,6347.0,1519.0,736.0,13.927283530510314,22.123556812557908,56.87204895159432,11.512558010762197,22.804879683610928,60.93059642869388,12.476054747206472,0.7720182763510319,23.302347565779108,CLA,18.997319449962397,29.632503705057104,45.72834905300046,15.339200082816035,25.72882552743919,53.19385629329946,15.9586231366654,27.42205656164202,34.576915411260494,5.379326618970596,11.335551586693859,68.6854557133429,9.249808647887773,10.930451790495221,66.56390595732017,17.272796563813454,21.29446486921324,60.74168427821036,19.760552244258307,26.185264442065886,56.11719409462334,9.483082072537664,17.98363853714331,66.06112774502314,12.572626114386559,19.691351198429363,67.21224914412828
2021,6452.0,1451.0,489.0,12.01909809916431,36.67103328747006,27.902785918213084,10.681253269715755,33.78841892169721,47.85559160870733,14.497038918923606,0.12399256044637322,28.363298202107874,CLA,12.617160524734864,41.021875639749,17.83060192934182,12.257347957815135,38.02577784625079,25.01405654495638,13.127617551435408,40.16470853068436,19.621643710339175,7.829315674532157,18.07476332949176,52.25738792227523,9.793401213292853,37.567209968979505,36.05455976562975,11.540712351701833,37.28699301406561,24.747625383543113,11.776231073440053,37.547094499652964,28.916191043147805,11.417048892880839,32.11972777696034,50.144073123497954,11.232331070369442,34.18590673019454,49.02075301634195
2022,6536.0,1459.0,589.0,14.756270274923718,35.18462631350693,53.12696224018252,14.92773823651371,33.01264087385516,58.69137272860513,6.984394124847001,,,CLA,14.135032200988395,40.2172877285015,34.96585381495378,14.436476068075603,35.48988432795706,48.463950639002206,14.974600139234749,41.82827626652941,36.80585673564782,12.656319760592732,26.74838685515023,67.99655443665542,9.371590979897263,33.78143994180085,45.89410784713722,15.02840647114443,39.40069131382402,48.20295184372388,14.021098123652472,32.541373899728164,58.71217247977785,14.667250955411541,34.08303871465347,57.49094362482729,14.449160180135609,34.25597031145048,60.36757144184263
2009,382.0,209.0,0.0,,,,,,,,,,MACAE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,622.0,314.0,21.0,,,,,,,,,,MACAE,,,,,,,,,,9.785137882354958,,,6.028938906752412,,,3.0453870887954486,,,22.810000824470276,,,19.007256149405656,,,19.397274060328435,,
2011,760.0,312.0,18.0,79.07894736842105,,,,,,23.269028361453202,,,MACAE,,,,79.07894736842105,,,79.07894736842105,,,9.40131170718758,,,10.617690058479532,,,17.986842105263158,,,26.39082963797823,,,24.615394653758194,,,25.061453177330304,,
2012,918.0,342.0,28.0,86.22004357298475,,,,,,16.215875446391273,,,MACAE,,,,65.98220769789398,,,,,,10.920796965871025,,,9.930241327300152,,,8.68496758488666,,,29.78546755851593,,,21.813035513880198,,,22.403928858789964,,
2013,1021.0,264.0,52.0,59.669152359348125,,,81.48873653281098,,,1.7224492552939985,,,MACAE,62.29187071498531,,,26.76043684136885,,,34.57394711067581,,,9.711445485025758,,,4.504106572436353,,,12.308845080379694,,,13.789948392330624,,,14.011976356313756,,,14.458449500890858,,
2014,1138.0,365.0,71.0,34.00294609421231,,,2.2847100175746924,,,26.639864004517513,,,MACAE,70.1039645767238,,,39.22357885725636,,,69.75322202694785,,,11.698386990016393,14.303128984458459,66.36514008063682,14.396114040226518,21.00175746924429,12.390158172231986,18.82003788418551,22.139928027449997,40.074483220353166,24.602510480926586,52.89003030682257,24.665188011616213,19.558319174876146,28.11148196666419,44.92648948087852,19.703693262324894,28.188377555670556,44.04597026496867
2015,1220.0,378.0,186.0,30.998622937530435,,,26.50024296943592,,,5.867044880545362,31.214009718782364,39.890559936703205,MACAE,51.01125040180006,,,34.851476918579706,,,44.04274596077875,,,6.363868207020573,27.308669331605774,70.12543467461501,7.106996487119438,3.3668032786885247,75.78688524590164,14.094932530803034,25.819547938400397,73.78551912568305,26.324417601380503,20.560701593488478,67.8035079674424,19.416711445797063,28.88585949530364,61.742224047551915,20.656211423180967,28.448814076190416,62.31890619350244
2016,1311.0,429.0,148.0,19.38378768839393,4.118993135011442,43.6754930805274,19.444847083730114,,,0.8336057535142204,47.3408878001969,42.96708958391396,MACAE,24.216578997682213,,,21.60825386181917,27.018633540372665,30.993425592967927,25.221343231450017,,,4.691508910616462,24.651985309082,71.05535151084746,3.7376048817696415,15.17162471395881,55.545385202135776,7.09342897034093,20.994492632226397,77.28070175438596,18.302353901534918,24.987552972801886,49.98311950738784,13.509492028681972,33.90019615641525,51.19038702514304,14.127389346033215,32.95965892236621,51.46325282170606
2017,1434.0,395.0,136.0,11.846720248263509,48.157685397988836,23.37618063658963,11.151113537334036,,,7.980784131411747,13.366521314454573,63.433857003763066,MACAE,17.746918386136418,,,12.664328812905225,44.677210452644424,34.07258300809863,14.978186536309147,,,1.4729811031804634,30.68136454777702,63.57566248256625,8.533663476638237,28.156546788868962,71.23264926612207,7.231224664525182,22.522885258240905,73.22922893006576,15.17063484030187,64.15761996305929,30.224314272431425,9.771287583955322,46.035815246900285,44.8557096414745,10.35060201864319,49.23376014894362,42.234508608817634
2018,1567.0,419.0,132.0,11.520702920716166,53.1996438195921,30.255577703545164,11.61247747605526,35.57899308471135,42.216511417876745,9.000212720697723,17.61327377153797,4.403318442884492,MACAE,14.890091207055596,25.446713465220167,16.666666666666668,13.33086853351315,42.874185736890624,38.45103878607389,14.883824170231797,21.982556902786644,34.36857406225625,7.030675844403988,23.820884589653094,71.84593220011216,10.707433700226222,32.67653177184316,64.87677393867567,9.140761021415383,20.875018221014688,76.23868367327205,11.813513478825339,54.966240311486,32.352571912240066,11.741746870009578,40.44807096449554,49.82772828164984,11.583004447634835,43.85326691541408,46.59857767869988
2019,1681.0,400.0,190.0,10.984519683924606,30.588277766330588,57.02382257681974,10.739782603896197,22.779042053348803,63.53387061745182,2.8405710886377156,,,MACAE,11.04631045747203,22.752726781030734,48.165535790696254,10.647293881842645,28.33886066029834,55.97446796756609,9.286602635877818,28.130523946326704,54.963486798436875,5.27670766014737,15.180917325288235,82.3114076088496,2.653648403945846,21.01866802640152,55.911163989688674,8.961683607074017,31.25091478590247,63.6616101526869,15.37975276609466,32.53669894855697,53.69610510449297,9.384418776634439,28.520739392732743,62.67177838577112,10.564987510478032,28.670490630145686,61.183503140907916
2020,1741.0,382.0,192.0,9.313015162173594,50.79819313372399,43.59645736975321,8.395038949623762,39.89448017259559,52.14586723900059,3.2165422171166,,,MACAE,8.455125149650444,50.81450761405411,40.69158987421855,9.034177388294063,52.13574244390682,41.30646353506779,9.820553930753112,53.39408528306469,38.66375998742528,1.400057438253877,14.659199693662647,83.08922075435574,1.4025703618609995,28.569787478460654,57.759908098793794,10.294605096993036,32.44487764878345,64.7999234156615,12.387395040558005,54.88986649957356,40.228969766591824,7.977773230790124,47.00141305300289,48.88607778900713,8.755306508845418,47.191306009534884,48.40171191438543
2021,1795.0,394.0,183.0,8.935100226678689,52.44049843175759,41.277130982148265,10.259403348080875,37.058276118150815,55.056723515178575,10.41782729805014,,,MACAE,7.885908356996907,53.50776531835027,38.72150474100334,8.765779334905158,51.475975557832804,42.049364894988706,8.042643331890645,50.04700070373873,43.45909626218965,4.4312459855252895,25.118572742754147,74.45140784874813,3.723094454292226,49.083142508454365,47.539461467038066,7.81506253400924,41.47524661765146,56.55524605385329,9.242174681682055,54.5995009628148,39.575138572353055,9.657776134531616,45.142180429208466,49.122046034200395,9.494572373196831,46.621719299744974,47.8012547657189
2022,1833.0,393.0,226.0,9.976559872544158,39.10697296313044,54.40687530728909,11.870905084317366,41.373318450774946,52.738218365531345,,,,MACAE,8.854681591603725,35.755846678657164,54.38222533967215,9.66670062073097,38.822570917559496,53.8533588061551,9.301320573824665,46.82697732139821,45.16226615517395,7.381434209262835,24.48925793703799,72.62131350085042,7.712389389485761,22.42931803523848,72.20273816018498,8.306031179074132,36.83111866028304,58.59807774015049,12.69183623061245,45.40654367847402,50.56785771461167,10.14136616531726,39.09335462233234,55.19549038453279,10.588678109020167,41.1584448819613,52.909294531177764
2009,110.0,63.0,0.0,,,,,,,,,,CAXIAS,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,201.0,124.0,0.0,,,,,,,,,,CAXIAS,,,,,,,,,,12.967769846420074,,,,,,,,,12.967769846420074,,,15.251865671641792,,,14.29669832654907,,
2011,285.0,143.0,0.0,60.70175438596491,,,,,,27.77079479348914,,,CAXIAS,,,,60.70175438596491,,,60.70175438596491,,,4.220009483167378,,,,,,34.71734892787525,,,29.434972601027276,,,28.971398192450827,,,30.36910876022416,,
2012,352.0,138.0,0.0,58.969155844155836,,,,,,20.729670986680333,,,CAXIAS,,,,41.865530303030305,,,,,,15.428120134147804,,,36.417748917748916,,,21.994047619047617,,,29.52716081267217,,,22.3642915375581,,,25.389626278363696,,
2013,431.0,139.0,13.0,57.93422726789281,,,61.716937354988396,,,,,,CAXIAS,61.716937354988396,,,25.48800042999579,,,28.53828306264501,,,10.460451381565072,6.658932714617171,16.647331786542924,12.34338747099768,28.53828306264501,,14.444410964132542,20.384487901889294,8.153795160755717,11.616780274098945,22.28704010606563,4.7563805104408345,19.140149998618675,23.447842382574553,3.658754238800642,17.050525796783287,23.001755484354092,4.076897580377858
2014,484.0,147.0,89.0,29.530428249436515,,,,,,29.514751184030175,44.90978253256759,46.887913223140494,CAXIAS,16.976584022038566,,,19.55600034435262,,,28.512396694214875,,,14.343615974379771,27.892561983471072,72.10743801652893,16.741614000972287,48.81198347107438,40.03099173553719,10.757888805409465,43.38842975206611,45.764462809917354,20.76985188270455,55.66890495867768,40.03099173553719,18.469352617079892,33.79291163382072,57.445963127781305,19.24204793100662,41.59187758264463,52.00154958677686
2015,475.0,148.0,51.0,28.44371997359979,11.494736842105263,52.059442724458194,18.8168016194332,,,3.2781954887218046,66.45902944097202,26.512383900928793,CAXIAS,46.833082706766916,,,30.42882028728903,34.61609907120744,40.128792569659446,55.254798761609905,,10.049535603715169,1.3768421052631579,47.49599594223653,43.52781954887217,30.985472731602762,6.966507177033497,55.47368421052631,15.298245614035087,36.57008310249308,47.90526315789474,14.493074792243767,49.70679425837321,35.06985645933014,18.75804652553385,55.44324036968296,34.367445671257464,17.09717571239022,52.291120278798246,35.28696044895331
2016,444.0,93.0,62.0,20.81053815075535,67.4054549054549,13.200013200013197,16.4014014014014,,,7.742803779389145,,,CAXIAS,24.547728321313226,,,20.613086204484052,65.67037625861155,33.153153153153156,15.814275814275813,,,6.583856583856584,36.49789029535865,58.48616473616473,6.193693693693693,24.286786786786784,63.21321321321321,7.775392129546163,40.79658605974395,54.5945945945946,17.74956774956775,57.44352044352045,37.362637362637365,16.878131768372445,36.92728196176473,51.77749177749177,17.231503521052897,45.452848732634536,44.88279488279488
2017,497.0,150.0,84.0,10.571364696113186,42.17325319437995,40.96463395759171,8.483174911538194,47.57712944332663,52.422870556673374,5.3637039629078815,,,CAXIAS,17.814970631872036,50.85513078470825,29.845741113346744,12.099566112966908,30.878706582931933,56.92488262910799,16.50793650793651,34.43387598317176,41.4822266934943,,,,13.838587078023696,53.89915249070178,30.516431924882628,14.301477904271136,17.11371655492905,76.15584813227188,13.29644533869886,36.35290154404842,53.27641524824624,8.62316757688991,25.251904087417163,63.29564689725656,8.993239640603408,29.537770485337514,59.32092555331991
2018,501.0,146.0,53.0,18.275892659126193,58.730770201742565,28.20114157649613,11.870323868392248,57.057336208663195,36.49146152140163,12.161391502708868,,19.161676646706585,CAXIAS,19.30946959200312,57.399745962620216,18.967260284625553,17.81964058516217,57.6778143523559,27.37328373555918,21.080133639530974,47.51887529289248,28.52035060314154,4.413602701139776,28.192594403030668,70.91246079270032,7.937067042385816,82.11989482573316,11.626746506986027,14.134593132575427,51.59110350727117,41.448214681747615,15.873236914874568,57.5981370592149,37.90419161676647,16.041575702057695,59.08666207515878,33.89023112077004,13.86861770439,57.531813537531,36.33883301112311
2019,540.0,158.0,58.0,19.825376832541814,61.5666559231259,30.20192508893074,8.172530206112295,40.528626305680525,49.77913279132791,25.0,,,CAXIAS,18.567688378033207,73.9411944792859,18.00766283524904,20.608465608465607,61.537744555186414,29.865079365079364,18.787878787878785,76.50478225478226,17.950854700854702,10.605435156518746,25.725232621784347,72.41379310344827,26.21539961013645,47.27272727272727,35.27777777777778,10.956613756613756,74.96010611162127,23.232323232323232,13.232181761593525,42.11538461538461,51.62393162393162,14.698067632850243,59.16205127964916,33.461007591442375,14.611408920732162,51.9325085084329,39.41269841269841
2020,552.0,161.0,73.0,21.814650987161507,16.81661092530658,76.28539576365664,16.459111859960906,18.028689736764274,77.0910973084886,13.043478260869565,,,CAXIAS,22.013729977116704,25.017540832758222,62.814872325741895,20.936674140335466,22.876496534341527,70.16068052930055,17.94871794871795,9.894253454668013,77.14371980676329,6.756987359978547,7.809983896940419,92.19001610305959,5.148741418764302,39.221014492753625,43.29710144927536,19.733389033495076,14.525269416573765,83.55629877369007,23.60448428383211,34.16161133552438,59.468430120604026,15.985162180814356,12.291919055951901,81.74047651097052,18.589903612786905,19.5406061838913,74.72299311337238
2021,578.0,160.0,48.0,13.856907633175634,74.57861843435563,20.65216507034309,10.841825417949986,43.88720535102362,48.760092272203,5.449826989619377,66.60899653979239,,CAXIAS,17.088241322353905,80.46436367449265,15.190835692565797,12.864799818468311,75.54187419424272,19.999904939351303,12.799810723686155,83.45759484256837,13.308490817141337,0.5190311418685121,50.5250865051903,47.21020761245675,12.799094538189987,64.76355247981544,32.81430219146482,16.764705882352942,55.47413549986635,37.31076989619377,13.824861740800918,60.121765865055096,32.98104075457613,12.883779545966622,62.52102312031042,31.698215618427298,12.75051276832266,61.85768867702179,32.35839906625193
2022,529.0,128.0,64.0,22.58792762266671,52.90313662773817,37.376953295767336,25.201068925987506,43.772625033601976,53.70598320657669,51.370510396975426,,,CAXIAS,23.00197161895149,58.585315855049586,32.986622296946095,22.272792349480483,53.24262891046718,37.03567421125522,21.285494778767326,59.63846880907372,34.72747321991178,21.331583488667725,13.019533711405169,79.92018483511868,11.111636210880068,30.85457271364318,61.09640831758034,26.116324092527808,66.15182302697714,30.0,24.53649936724574,53.676604322457116,39.952605349083306,23.818090911083583,48.17388184475231,47.56997377888896,23.500509718750084,47.12841948590922,45.88468809073724
2009,28652.0,7363.0,3631.0,,,,,,,,,,UFRJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,30386.0,7683.0,3445.0,,,,,,,,,,UFRJ,,,,,,,,,,8.777295786839678,,,9.37339896986499,,,9.908801427360094,,,12.734261622110978,,,12.63459646523233,,,12.30741416120598,,
2011,31070.0,8057.0,3850.0,74.18731895719344,,,,,,14.385748157228353,,,UFRJ,,,,69.78113936272932,,,69.78113936272932,,,8.049854628052449,,,9.773601076136172,,,9.047892403216979,,,17.39243964694594,,,13.971968397990839,,,14.960454171079304,,
2012,31417.0,7476.0,3850.0,50.67367514225823,,,,,,9.916831986824041,,,UFRJ,,,,31.71750850721569,,,96.08810516599293,,,6.824241110709965,1.4132476047999492,,12.701656630559635,1.4132476047999492,,8.50035800807857,1.4132476047999492,,14.232931473294224,1.4132476047999492,,11.529488649871045,1.4132476047999492,,12.341253651282761,1.4132476047999492,
2013,34987.0,8783.0,3859.0,50.44440129733762,,,93.42327150084317,,,0.5553088435595488,1.4592118663154572,0.008990352260709822,UFRJ,71.80095464029496,,,15.846075122417693,,,68.57404178694944,,,4.271923947968709,8.673435438026065,22.140742211934406,5.4804233112182255,10.484948920877379,14.609388929493539,5.541004935288229,9.928809496309915,21.170789874879965,9.58496038920953,13.356051116725936,16.60201544624848,7.720405875300425,13.785148465504795,15.944704673388088,8.371642117147019,13.872160651194141,15.89181560063835
