CO_CURSO,NU_ANO_CENSO,CENTRO,NO_CURSO,MATRICULADOS,MATRICULADOS_FEM,MATRICULADOS_MASC,MATRICULADOS_DIURNO,MATRICULADOS_NOTURNO,MATRICULADOS_0_17,MATRICULADOS_18_24,MATRICULADOS_25_29,MATRICULADOS_30_34,MATRICULADOS_35_39,MATRICULADOS_40_49,MATRICULADOS_50_59,MATRICULADOS_60_MAIS,MATRICULADOS_BRANCA,MATRICULADOS_PRETA,MATRICULADOS_PARDA,MATRICULADOS_AMARELA,MATRICULADOS_INDIGENA,MATRICULADOS_CORND,MATRICULADOS_NACBRAS,MATRICULADOS_NACESTRANG,MATRICULADOS_DEFICIENTE,MATRICULADOS_FINANC,MATRICULADOS_FINANC_REEMB,MATRICULADOS_FIES,MATRICULADOS_RPFIES,MATRICULADOS_FINANC_REEMB_OUTROS,MATRICULADOS_FINANC_NREEMB,MATRICULADOS_PROUNII,MATRICULADOS_PROUNIP,MATRICULADOS_NRPFIES,MATRICULADOS_FINANC_NREEMB_OUTROS,MATRICULADOS_RESERVA_VAGA,MATRICULADOS_RVREDEPUBLICA,MATRICULADOS_RVETNICO,MATRICULADOS_RVPDEF,MATRICULADOS_RVSOCIAL_RF,MATRICULADOS_RVOUTROS,MATRICULADOS_PROCESCPUBLICA,MATRICULADOS_PROCESCPRIVADA,MATRICULADOS_PROCNAOINFORMADA,MATRICULADOS_PARFOR,MATRICULADOS_APOIO_SOCIAL,MATRICULADOS_ATIV_EXTRACURRICULAR,MATRICULADOS_MOB_ACADEMICA,MATRICULADOS_AMPLA
83904,2012,CT,ENGENHARIA DE COMPUTAÇÃO E INFORMAÇÃO,140.0,16.0,124.0,140.0,0.0,2.0,109.0,27.0,2.0,0.0,0.0,0.0,0.0,90.0,5.0,18.0,4.0,0.0,23.0,135.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,30.0,0.0,110.0,0.0,140.0,19.0,0.0,129.0
83936,2012,CT,ENGENHARIA DE BIOPROCESSOS,168.0,98.0,70.0,168.0,0.0,1.0,149.0,17.0,0.0,1.0,0.0,0.0,0.0,95.0,6.0,18.0,2.0,0.0,47.0,167.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,36.0,0.0,132.0,0.0,168.0,59.0,0.0,157.0
83910,2012,CT,ENGENHARIA DE ALIMENTOS,154.0,87.0,67.0,154.0,0.0,1.0,128.0,24.0,1.0,0.0,0.0,0.0,0.0,95.0,7.0,11.0,3.0,0.0,38.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,48.0,0.0,106.0,0.0,154.0,40.0,0.0,139.0
14351,2012,CT,ENGENHARIA CIVIL,821.0,259.0,562.0,821.0,0.0,6.0,626.0,158.0,22.0,3.0,3.0,1.0,2.0,540.0,14.0,105.0,10.0,4.0,148.0,816.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,135.0,0.0,686.0,0.0,821.0,124.0,0.0,766.0
83486,2012,CT,ENGENHARIA AMBIENTAL,179.0,102.0,77.0,179.0,0.0,0.0,164.0,14.0,1.0,0.0,0.0,0.0,0.0,109.0,6.0,16.0,2.0,0.0,46.0,178.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,43.0,0.0,136.0,0.0,179.0,48.0,0.0,164.0
5000468,2012,,ENGENHARIA (CICLO BÁSICO),108.0,27.0,81.0,108.0,0.0,1.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,2.0,10.0,1.0,0.0,38.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,57.0,0.0,51.0,0.0,108.0,10.0,0.0,79.0
50066,2012,,ENFERMAGEM E OBSTETRÍCIA,34.0,32.0,2.0,34.0,0.0,0.0,15.0,15.0,3.0,1.0,0.0,0.0,0.0,18.0,4.0,7.0,2.0,0.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,34.0,15.0,0.0,34.0
26611,2012,CCS,ENFERMAGEM E OBSTETRÍCIA,556.0,505.0,51.0,556.0,0.0,2.0,486.0,55.0,9.0,3.0,1.0,0.0,0.0,247.0,53.0,108.0,18.0,2.0,128.0,551.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,147.0,0.0,409.0,0.0,556.0,224.0,0.0,499.0
44893,2012,CCS,EDUCAÇÃO FÍSICA,970.0,472.0,498.0,970.0,0.0,2.0,711.0,187.0,41.0,15.0,12.0,1.0,1.0,406.0,75.0,178.0,10.0,4.0,297.0,968.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,219.0,0.0,751.0,10.0,970.0,91.0,0.0,889.0
44892,2012,CCS,EDUCAÇÃO FÍSICA,832.0,317.0,515.0,372.0,460.0,0.0,564.0,181.0,54.0,17.0,16.0,0.0,0.0,369.0,53.0,172.0,8.0,7.0,223.0,832.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0,0.0,0.0,0.0,189.0,0.0,643.0,0.0,832.0,60.0,0.0,764.0
30273,2012,CLA,EDUCAÇÃO ARTÍSTICA COM HABILITAÇÃO EM ARTES PLÁSTICAS,250.0,178.0,72.0,250.0,0.0,0.0,121.0,69.0,23.0,18.0,11.0,8.0,0.0,119.0,15.0,56.0,5.0,2.0,53.0,249.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,37.0,0.0,213.0,1.0,250.0,36.0,0.0,240.0
23969,2012,CLA,EDUCAÇÃO ARTÍSTICA - DESENHO,122.0,74.0,48.0,122.0,0.0,0.0,59.0,30.0,16.0,4.0,7.0,6.0,0.0,55.0,12.0,27.0,1.0,0.0,27.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,107.0,5.0,122.0,18.0,0.0,117.0
14363,2012,CCJE,DIREITO,2648.0,1438.0,1210.0,1527.0,1121.0,14.0,2129.0,276.0,110.0,46.0,58.0,12.0,3.0,1427.0,83.0,318.0,20.0,6.0,794.0,2645.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,230.0,0.0,0.0,0.0,0.0,565.0,0.0,2083.0,0.0,2648.0,237.0,0.0,2418.0
1114299,2012,CCJE,DEFESA E GESTÃO ESTRATÉGICA INTERNACIONAL,266.0,122.0,144.0,0.0,266.0,2.0,235.0,12.0,10.0,2.0,3.0,2.0,0.0,95.0,17.0,52.0,4.0,1.0,97.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,122.0,0.0,144.0,0.0,266.0,22.0,0.0,221.0
120922,2012,MACAE,FARMÁCIA,253.0,209.0,44.0,253.0,0.0,0.0,225.0,20.0,3.0,3.0,2.0,0.0,0.0,102.0,17.0,43.0,6.0,0.0,85.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,81.0,0.0,172.0,0.0,253.0,75.0,0.0,225.0
35557,2012,CLA,ARTES CÊNICAS COM HABILITAÇÃO EM INDUMENTÁRIA,116.0,100.0,16.0,116.0,0.0,0.0,79.0,24.0,11.0,1.0,1.0,0.0,0.0,60.0,8.0,9.0,3.0,1.0,35.0,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,101.0,0.0,116.0,25.0,0.0,113.0
99287,2012,MACAE,CIÊNCIAS BIOLÓGICAS,189.0,141.0,48.0,189.0,0.0,1.0,142.0,32.0,10.0,1.0,1.0,1.0,1.0,78.0,10.0,42.0,1.0,0.0,58.0,189.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,50.0,0.0,139.0,5.0,189.0,54.0,0.0,169.0
14323,2012,CCMN,FÍSICA,132.0,28.0,104.0,132.0,0.0,1.0,109.0,16.0,3.0,1.0,2.0,0.0,0.0,74.0,3.0,25.0,1.0,0.0,29.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,38.0,0.0,94.0,0.0,132.0,47.0,0.0,119.0
44363,2012,CCMN,FÍSICA,271.0,47.0,224.0,0.0,271.0,1.0,140.0,76.0,31.0,14.0,6.0,3.0,0.0,116.0,19.0,65.0,3.0,3.0,65.0,271.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,64.0,0.0,207.0,1.0,271.0,56.0,0.0,249.0
29307,2012,CCMN,FÍSICA MÉDICA,36.0,16.0,20.0,36.0,0.0,0.0,24.0,6.0,4.0,0.0,1.0,1.0,0.0,16.0,3.0,5.0,0.0,0.0,12.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,36.0,2.0,0.0,31.0
1125886,2012,CCS,GASTRONOMIA,60.0,35.0,25.0,60.0,0.0,2.0,44.0,7.0,3.0,2.0,1.0,1.0,0.0,30.0,1.0,12.0,1.0,0.0,16.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,46.0,0.0,14.0,0.0,60.0,15.0,0.0,43.0
14326,2012,CCMN,GEOGRAFIA,217.0,64.0,153.0,0.0,217.0,0.0,145.0,41.0,15.0,4.0,10.0,1.0,1.0,92.0,9.0,47.0,1.0,0.0,68.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,52.0,0.0,165.0,6.0,217.0,69.0,0.0,199.0
314326,2012,CCMN,GEOGRAFIA,196.0,76.0,120.0,196.0,0.0,2.0,124.0,40.0,15.0,9.0,6.0,0.0,0.0,112.0,9.0,37.0,0.0,1.0,37.0,196.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,37.0,0.0,159.0,0.0,196.0,80.0,0.0,183.0
14327,2012,CCMN,GEOLOGIA,204.0,82.0,122.0,204.0,0.0,0.0,161.0,29.0,10.0,4.0,0.0,0.0,0.0,142.0,6.0,26.0,0.0,1.0,29.0,203.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,31.0,0.0,173.0,0.0,204.0,72.0,0.0,191.0
121848,2012,MACAE,ENFERMAGEM E OBSTETRÍCIA,110.0,100.0,10.0,110.0,0.0,2.0,94.0,9.0,0.0,3.0,1.0,1.0,0.0,39.0,10.0,25.0,1.0,0.0,35.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,55.0,0.0,55.0,0.0,110.0,27.0,0.0,91.0
14340,2012,CLA,GRAVURA,67.0,33.0,34.0,67.0,0.0,0.0,39.0,17.0,4.0,4.0,0.0,2.0,1.0,28.0,5.0,11.0,1.0,1.0,21.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,58.0,0.0,67.0,11.0,0.0,67.0
113332,2012,CLA,HISTÓRIA DA ARTE,190.0,146.0,44.0,190.0,0.0,2.0,143.0,22.0,6.0,4.0,6.0,7.0,0.0,75.0,14.0,29.0,2.0,0.0,70.0,190.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,63.0,0.0,127.0,0.0,190.0,46.0,0.0,168.0
14328,2012,CCMN,MATEMÁTICA,66.0,24.0,42.0,66.0,0.0,1.0,46.0,12.0,4.0,1.0,1.0,1.0,0.0,30.0,2.0,20.0,1.0,0.0,13.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,29.0,0.0,37.0,1.0,66.0,11.0,0.0,58.0
44417,2012,,MATEMÁTICA,157.0,43.0,114.0,0.0,157.0,0.0,85.0,31.0,15.0,13.0,11.0,2.0,0.0,74.0,23.0,32.0,1.0,0.0,27.0,157.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,39.0,0.0,118.0,3.0,157.0,34.0,0.0,141.0
314328,2012,CCMN,MATEMÁTICA,60.0,14.0,46.0,60.0,0.0,1.0,46.0,9.0,2.0,1.0,0.0,1.0,0.0,29.0,4.0,12.0,2.0,1.0,12.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,41.0,0.0,60.0,21.0,0.0,54.0
14359,2012,CCS,MEDICINA,1244.0,705.0,539.0,1244.0,0.0,3.0,935.0,276.0,20.0,8.0,2.0,0.0,0.0,806.0,17.0,114.0,14.0,5.0,288.0,1236.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,216.0,0.0,1028.0,0.0,1244.0,368.0,0.0,1154.0
14325,2012,CCMN,METEOROLOGIA,140.0,70.0,70.0,140.0,0.0,1.0,112.0,23.0,3.0,1.0,0.0,0.0,0.0,68.0,8.0,21.0,0.0,1.0,42.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,32.0,0.0,108.0,0.0,140.0,50.0,0.0,132.0
122390,2012,CLA,MÙSICA - REGÊNCIA CORAL,7.0,3.0,4.0,7.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,7.0,0.0,0.0,7.0
23967,2012,,MÚSICA,14.0,4.0,10.0,14.0,0.0,0.0,3.0,5.0,2.0,2.0,0.0,2.0,0.0,9.0,0.0,2.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,7.0,0.0,14.0
33821,2012,CLA,MÚSICA,47.0,4.0,43.0,47.0,0.0,0.0,21.0,13.0,5.0,3.0,4.0,1.0,0.0,25.0,2.0,10.0,0.0,1.0,9.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,41.0,0.0,47.0,9.0,0.0,47.0
35558,2012,CLA,MÚSICA,40.0,29.0,11.0,40.0,0.0,0.0,17.0,8.0,9.0,2.0,3.0,1.0,0.0,17.0,3.0,10.0,0.0,0.0,10.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,0.0,40.0,20.0,0.0,40.0
45136,2012,CLA,MÚSICA,15.0,6.0,9.0,15.0,0.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,15.0,0.0,0.0,14.0
45138,2012,,MÚSICA,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
45142,2012,CLA,MÚSICA,38.0,3.0,35.0,38.0,0.0,0.0,22.0,11.0,2.0,1.0,1.0,1.0,0.0,17.0,0.0,9.0,0.0,0.0,12.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,28.0,0.0,38.0,3.0,0.0,34.0
45145,2012,CLA,MÚSICA,38.0,11.0,27.0,38.0,0.0,0.0,21.0,8.0,8.0,0.0,1.0,0.0,0.0,21.0,2.0,2.0,1.0,0.0,12.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,31.0,0.0,38.0,13.0,0.0,37.0
45202,2012,CLA,MÚSICA,9.0,0.0,9.0,9.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,9.0,4.0,0.0,8.0
85786,2012,CLA,MÚSICA,165.0,58.0,107.0,165.0,0.0,0.0,55.0,52.0,28.0,10.0,12.0,7.0,1.0,82.0,21.0,33.0,1.0,2.0,26.0,164.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,29.0,0.0,136.0,0.0,165.0,52.0,0.0,152.0
1114300,2012,CLA,MÚSICA - BANDOLIM,4.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,4.0
45199,2012,,MÚSICA - CONTRABAIXO,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
14376,2012,CCS,FONOAUDIOLOGIA,335.0,314.0,21.0,335.0,0.0,2.0,277.0,40.0,7.0,4.0,4.0,1.0,0.0,148.0,16.0,68.0,9.0,0.0,94.0,333.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,96.0,0.0,239.0,0.0,335.0,77.0,0.0,300.0
14373,2012,CCS,FISIOTERAPIA,344.0,278.0,66.0,344.0,0.0,1.0,304.0,23.0,10.0,1.0,4.0,1.0,0.0,131.0,17.0,68.0,8.0,0.0,120.0,343.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,96.0,0.0,248.0,0.0,344.0,59.0,0.0,305.0
1114296,2012,CCJE,GESTÃO PÚBLICA PARA O DESENVOLVIMENTO ECONÔMICO E SOCIAL,230.0,113.0,117.0,230.0,0.0,1.0,195.0,18.0,8.0,3.0,5.0,0.0,0.0,90.0,19.0,21.0,2.0,1.0,97.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,103.0,0.0,127.0,0.0,230.0,60.0,0.0,184.0
35560,2012,,FARMÁCIA,54.0,47.0,7.0,54.0,0.0,0.0,11.0,41.0,2.0,0.0,0.0,0.0,0.0,42.0,1.0,7.0,3.0,0.0,1.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,54.0,2.0,0.0,54.0
1114292,2012,CAXIAS,CIÊNCIAS BIOLÓGICAS: BIOTECNOLOGIA,199.0,143.0,56.0,199.0,0.0,7.0,178.0,7.0,1.0,2.0,3.0,0.0,1.0,88.0,10.0,42.0,6.0,0.0,53.0,199.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,93.0,0.0,106.0,0.0,199.0,72.0,0.0,162.0
1116958,2012,,FARMÁCIA,237.0,162.0,75.0,0.0,237.0,2.0,195.0,25.0,4.0,7.0,3.0,1.0,0.0,82.0,13.0,41.0,0.0,3.0,98.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,131.0,0.0,106.0,0.0,237.0,26.0,0.0,190.0
1114291,2012,CAXIAS,NANOTECNOLOGIA,37.0,14.0,23.0,37.0,0.0,1.0,33.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,11.0,0.0,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,19.0,0.0,18.0,0.0,37.0,14.0,0.0,30.0
121706,2012,CAXIAS,CIÊNCIAS BIOLÓGICAS: BIOFÍSICA,116.0,74.0,42.0,116.0,0.0,1.0,98.0,12.0,3.0,0.0,2.0,0.0,0.0,50.0,14.0,21.0,3.0,0.0,28.0,116.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,32.0,0.0,84.0,0.0,116.0,37.0,0.0,109.0
30279,2012,,FARMÁCIA,22.0,19.0,3.0,22.0,0.0,0.0,6.0,12.0,4.0,0.0,0.0,0.0,0.0,13.0,1.0,7.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,2.0,0.0,22.0
14369,2012,CCS,FARMÁCIA,694.0,534.0,160.0,694.0,0.0,6.0,601.0,72.0,15.0,0.0,0.0,0.0,0.0,394.0,24.0,120.0,7.0,1.0,148.0,691.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,0.0,0.0,159.0,0.0,535.0,0.0,694.0,235.0,0.0,632.0
14330,2012,CCMN,ESTATÍSTICA,54.0,27.0,27.0,54.0,0.0,0.0,33.0,14.0,5.0,1.0,1.0,0.0,0.0,32.0,4.0,7.0,0.0,0.0,11.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,43.0,0.0,54.0,9.0,0.0,49.0
45201,2013,CLA,MÚSICA - TUBA,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0
116836,2013,CCS,TERAPIA OCUPACIONAL,238.0,219.0,19.0,238.0,0.0,0.0,193.0,24.0,5.0,6.0,4.0,6.0,0.0,96.0,18.0,53.0,4.0,1.0,66.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,11.0,0.0,11.0,0.0,59.0,32.0,147.0,0.0,238.0,47.0,0.0,200.0
1106731,2013,CCS,TEORIA DA DANÇA,30.0,27.0,3.0,0.0,30.0,0.0,18.0,4.0,3.0,0.0,4.0,1.0,0.0,8.0,6.0,7.0,0.0,0.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,3.0,0.0,9.0,6.0,15.0,0.0,30.0,6.0,0.0,24.0
14358,2013,CFCH,SERVIÇO SOCIAL,904.0,746.0,158.0,436.0,468.0,4.0,461.0,210.0,92.0,43.0,56.0,33.0,5.0,290.0,133.0,228.0,13.0,3.0,237.0,904.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,28.0,0.0,32.0,0.0,200.0,69.0,635.0,0.0,904.0,139.0,0.0,795.0
116838,2013,CCS,SAÚDE COLETIVA,99.0,81.0,18.0,99.0,0.0,0.0,76.0,11.0,5.0,1.0,5.0,1.0,0.0,34.0,15.0,21.0,0.0,0.0,29.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,7.0,0.0,6.0,0.0,31.0,15.0,53.0,0.0,99.0,16.0,0.0,78.0
116840,2013,CCJE,RELAÇÕES INTERNACIONAIS,486.0,274.0,212.0,0.0,486.0,4.0,429.0,38.0,11.0,1.0,2.0,1.0,0.0,216.0,17.0,60.0,2.0,0.0,191.0,485.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,21.0,0.0,18.0,0.0,121.0,74.0,291.0,0.0,486.0,12.0,0.0,405.0
14379,2013,CT,QUÍMICA INDUSTRIAL,303.0,135.0,168.0,208.0,95.0,4.0,252.0,38.0,6.0,1.0,2.0,0.0,0.0,153.0,12.0,50.0,5.0,0.0,83.0,302.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,13.0,0.0,12.0,0.0,97.0,24.0,182.0,0.0,303.0,28.0,0.0,258.0
45204,2013,CCMN,QUÍMICA,228.0,116.0,112.0,0.0,228.0,0.0,128.0,68.0,18.0,7.0,5.0,2.0,0.0,96.0,15.0,58.0,1.0,0.0,58.0,228.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,12.0,0.0,8.0,0.0,55.0,27.0,146.0,3.0,228.0,14.0,0.0,196.0
