CO_CURSO,NU_ANO_CENSO,CENTRO,NO_CURSO,INGRESSANTES,INGRESSANTES_FEM,INGRESSANTES_MASC,INGRESSANTES_DIURNO,INGRESSANTES_NOTURNO,INGRESSANTES_VG_NOVA,INGRESSANTES_VESTIBULAR,INGRESSANTES_ENEM,INGRESSANTES_AVALIACAO_SERIADA,INGRESSANTES_SELECAO_SIMPLIFICA,INGRESSANTES_EGR,INGRESSANTES_OUTRO_TIPO_SELECAO,INGRESSANTES_PROC_SELETIVO,INGRESSANTES_VG_REMANESC,INGRESSANTES_VG_PROG_ESPECIAL,INGRESSANTES_OUTRA_FORMA,INGRESSANTES_0_17,INGRESSANTES_18_24,INGRESSANTES_25_29,INGRESSANTES_30_34,INGRESSANTES_35_39,INGRESSANTES_40_49,INGRESSANTES_50_59,INGRESSANTES_60_MAIS,INGRESSANTES_BRANCA,INGRESSANTES_PRETA,INGRESSANTES_PARDA,INGRESSANTES_AMARELA,INGRESSANTES_INDIGENA,INGRESSANTES_CORND,INGRESSANTES_NACBRAS,INGRESSANTES_NACESTRANG,INGRESSANTES_DEFICIENTE,INGRESSANTES_FINANC,INGRESSANTES_FINANC_REEMB,INGRESSANTES_FIES,INGRESSANTES_RPFIES,INGRESSANTES_FINANC_REEMB_OUTROS,INGRESSANTES_FINANC_NREEMB,INGRESSANTES_PROUNII,INGRESSANTES_PROUNIP,INGRESSANTES_NRPFIES,INGRESSANTES_FINANC_NREEMB_OUTROS,INGRESSANTES_RESERVA_VAGA,INGRESSANTES_RVREDEPUBLICA,INGRESSANTES_RVETNICO,INGRESSANTES_RVPDEF,INGRESSANTES_RVSOCIAL_RF,INGRESSANTES_RVOUTROS,INGRESSANTES_PROCESCPUBLICA,INGRESSANTES_PROCESCPRIVADA,INGRESSANTES_PROCNAOINFORMADA,INGRESSANTES_PARFOR,INGRESSANTES_APOIO_SOCIAL,INGRESSANTES_ATIV_EXTRACURRICULAR,INGRESSANTES_MOB_ACADEMICA,INGRESSANTES_AMPLA
85786,2012,CLA,MÚSICA,29.0,8.0,21.0,29.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,6.0,5.0,0.0,0.0,11.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,0.0,29.0,1.0,0.0,21.0
1114300,2012,CLA,MÚSICA - BANDOLIM,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
99324,2012,CLA,MÚSICA - CRAVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45135,2012,CLA,MÚSICA - FAGOTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45137,2012,CLA,MÚSICA - FLAUTA,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
45128,2012,CLA,MÚSICA - HARPA,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
45148,2012,CLA,MÚSICA - INSTRUMENTO DE PERCUSSÃO,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45149,2012,CLA,MÚSICA - OBOÉ,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1114302,2012,CLA,MÚSICA - REGÊNCIA DE BANDA,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
122392,2012,CLA,MÚSICA - REGÊNCIA ORQUESTRAL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
45150,2012,CLA,MÚSICA - SAXOFONE,3.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0
45132,2012,CLA,MÚSICA - TROMBONE,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45133,2012,CLA,MÚSICA - TROMPA,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
45201,2012,CLA,MÚSICA - TUBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45134,2012,CLA,MÚSICA - VIOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45197,2012,CLA,MÚSICA - ÓRGÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114290,2012,CCS,NANOTECNOLOGIA,32.0,14.0,18.0,32.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,28.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,15.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,30.0,0.0,2.0,0.0,32.0,0.0,0.0,23.0
14360,2012,CCS,NUTRIÇÃO,96.0,87.0,9.0,96.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,86.0,2.0,2.0,1.0,2.0,1.0,0.0,48.0,5.0,18.0,1.0,0.0,24.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,92.0,0.0,4.0,0.0,96.0,1.0,0.0,71.0
14361,2012,CCS,ODONTOLOGIA,83.0,62.0,21.0,83.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,65.0,8.0,4.0,2.0,0.0,1.0,0.0,28.0,1.0,7.0,1.0,1.0,45.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,80.0,0.0,3.0,0.0,83.0,0.0,0.0,59.0
14349,2012,CFCH,PEDAGOGIA,161.0,140.0,21.0,107.0,54.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,107.0,16.0,16.0,4.0,12.0,4.0,1.0,50.0,13.0,30.0,2.0,0.0,66.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,151.0,0.0,10.0,1.0,161.0,5.0,0.0,116.0
14339,2012,CLA,PINTURA,22.0,14.0,8.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0,0.0,1.0,3.0,0.0,9.0,1.0,2.0,0.0,0.0,10.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,22.0,0.0,0.0,20.0
14356,2012,CFCH,PSICOLOGIA,184.0,142.0,42.0,184.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,158.0,11.0,7.0,3.0,3.0,1.0,0.0,84.0,8.0,25.0,1.0,1.0,65.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,177.0,0.0,7.0,0.0,184.0,3.0,0.0,129.0
14332,2012,CCMN,QUÍMICA,61.0,31.0,30.0,61.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,58.0,2.0,1.0,0.0,0.0,0.0,0.0,27.0,3.0,12.0,3.0,0.0,16.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,51.0,0.0,10.0,0.0,61.0,9.0,0.0,46.0
45204,2012,CCMN,QUÍMICA,67.0,35.0,32.0,0.0,67.0,0.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,53.0,7.0,1.0,4.0,2.0,0.0,0.0,23.0,4.0,14.0,0.0,0.0,26.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,59.0,0.0,8.0,2.0,67.0,2.0,0.0,50.0
14379,2012,CT,QUÍMICA INDUSTRIAL,48.0,25.0,23.0,48.0,0.0,0.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,4.0,1.0,0.0,0.0,0.0,0.0,26.0,1.0,8.0,3.0,0.0,10.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,44.0,0.0,4.0,0.0,48.0,1.0,0.0,35.0
116840,2012,CCJE,RELAÇÕES INTERNACIONAIS,128.0,64.0,64.0,0.0,128.0,0.0,1.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,111.0,12.0,4.0,1.0,0.0,0.0,0.0,59.0,6.0,12.0,1.0,0.0,50.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,119.0,0.0,9.0,0.0,128.0,0.0,0.0,93.0
116838,2012,CCS,SAÚDE COLETIVA,40.0,34.0,6.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,4.0,1.0,3.0,0.0,0.0,12.0,6.0,13.0,0.0,0.0,9.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,3.0,0.0,28.0
14358,2012,CFCH,SERVIÇO SOCIAL,89.0,79.0,10.0,89.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,74.0,4.0,2.0,2.0,2.0,2.0,0.0,34.0,8.0,26.0,1.0,0.0,20.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,88.0,0.0,1.0,0.0,89.0,0.0,0.0,65.0
1106731,2012,CCS,TEORIA DA DANÇA,10.0,8.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,1.0,0.0,7.0
116836,2012,CCS,TERAPIA OCUPACIONAL,65.0,58.0,7.0,65.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,48.0,8.0,1.0,1.0,2.0,2.0,0.0,22.0,3.0,20.0,1.0,1.0,18.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,60.0,0.0,5.0,0.0,65.0,3.0,0.0,48.0
121706,2013,CAXIAS,CIÊNCIAS BIOLÓGICAS: BIOFÍSICA,24.0,14.0,10.0,24.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6.0,0.0,6.0,0.0,16.0,8.0,0.0,0.0,24.0,0.0,0.0,12.0
1114292,2013,CAXIAS,CIÊNCIAS BIOLÓGICAS: BIOTECNOLOGIA,100.0,63.0,37.0,100.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,77.0,11.0,4.0,1.0,0.0,1.0,1.0,28.0,6.0,23.0,0.0,0.0,43.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,16.0,0.0,15.0,0.0,52.0,48.0,0.0,0.0,100.0,0.0,0.0,70.0
1114291,2013,CAXIAS,NANOTECNOLOGIA,15.0,5.0,10.0,15.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,10.0,0.0,0.0,15.0,1.0,0.0,14.0
99287,2013,MACAE,CIÊNCIAS BIOLÓGICAS,48.0,37.0,11.0,48.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,6.0,3.0,0.0,0.0,0.0,0.0,12.0,1.0,11.0,0.0,0.0,24.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,10.0,0.0,11.0,0.0,32.0,16.0,0.0,0.0,48.0,2.0,0.0,30.0
121848,2013,MACAE,ENFERMAGEM E OBSTETRÍCIA,46.0,40.0,6.0,46.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,3.0,2.0,0.0,1.0,0.0,0.0,12.0,6.0,11.0,0.0,0.0,17.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,12.0,0.0,9.0,0.0,27.0,19.0,0.0,0.0,46.0,0.0,0.0,30.0
120922,2013,MACAE,FARMÁCIA,55.0,42.0,13.0,55.0,0.0,0.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,6.0,3.0,2.0,1.0,0.0,0.0,13.0,2.0,5.0,1.0,0.0,34.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,0.0,3.0,0.0,28.0,27.0,0.0,0.0,55.0,0.0,0.0,39.0
121850,2013,MACAE,MEDICINA,30.0,19.0,11.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,1.0,0.0,14.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,7.0,0.0,5.0,0.0,13.0,17.0,0.0,0.0,30.0,0.0,0.0,18.0
121852,2013,MACAE,NUTRIÇÃO,66.0,61.0,5.0,66.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,5.0,1.0,1.0,3.0,1.0,0.0,12.0,7.0,12.0,0.0,0.0,35.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,12.0,0.0,10.0,0.0,41.0,25.0,0.0,0.0,66.0,0.0,0.0,46.0
120924,2013,MACAE,QUÍMICA,19.0,9.0,10.0,19.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,7.0,12.0,0.0,0.0,19.0,0.0,0.0,15.0
5000669,2013,CCS,ABI - CIÊNCIAS BIOLÓGICAS,117.0,69.0,48.0,117.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,108.0,2.0,0.0,1.0,0.0,0.0,0.0,43.0,4.0,28.0,1.0,0.0,41.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,24.0,0.0,20.0,0.0,54.0,63.0,0.0,0.0,117.0,1.0,0.0,78.0
14365,2013,CCJE,ADMINISTRAÇÃO,195.0,80.0,115.0,195.0,0.0,0.0,31.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,166.0,18.0,4.0,3.0,2.0,0.0,0.0,62.0,7.0,25.0,2.0,1.0,98.0,194.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,30.0,0.0,24.0,0.0,80.0,115.0,0.0,0.0,195.0,0.0,0.0,143.0
14333,2013,CLA,ARQUITETURA E URBANISMO,247.0,172.0,75.0,247.0,0.0,0.0,3.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,229.0,9.0,3.0,1.0,2.0,0.0,0.0,102.0,12.0,34.0,1.0,1.0,97.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,40.0,0.0,36.0,0.0,114.0,133.0,0.0,0.0,247.0,2.0,0.0,176.0
23965,2013,CLA,ARTES CÊNICAS COM HABILITAÇÃO EM CENOGRAFIA,17.0,11.0,6.0,17.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,4.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,8.0,9.0,0.0,0.0,17.0,0.0,0.0,13.0
23977,2013,CFCH,ARTES CÊNICAS COM HABILITAÇÃO EM DIREÇÃO TEATRAL,18.0,8.0,10.0,18.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,3.0,0.0,9.0,9.0,0.0,0.0,18.0,2.0,0.0,13.0
35557,2013,CLA,ARTES CÊNICAS COM HABILITAÇÃO EM INDUMENTÁRIA,25.0,20.0,5.0,25.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,1.0,2.0,0.0,1.0,1.0,0.0,8.0,2.0,4.0,0.0,0.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,3.0,0.0,9.0,16.0,0.0,0.0,25.0,1.0,0.0,20.0
14324,2013,CCMN,ASTRONOMIA,25.0,8.0,17.0,25.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,3.0,1.0,3.0,1.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,3.0,0.0,10.0,15.0,0.0,0.0,25.0,1.0,0.0,18.0
99321,2013,CCJE,BIBLIOTECONOMIA E GESTÃO DE UNIDADES DE INFORMAÇÃO,45.0,37.0,8.0,45.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,24.0,7.0,2.0,4.0,6.0,1.0,1.0,20.0,5.0,14.0,0.0,1.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10.0,0.0,6.0,0.0,23.0,22.0,0.0,0.0,45.0,6.0,0.0,32.0
1125885,2013,CCJE,BIBLIOTECONOMIA E GESTÃO DE UNIDADES DE INFORMAÇÃO,51.0,38.0,13.0,51.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,5.0,2.0,6.0,0.0,2.0,0.0,10.0,5.0,7.0,0.0,0.0,29.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10.0,0.0,9.0,0.0,32.0,19.0,0.0,0.0,51.0,0.0,0.0,35.0
85783,2013,CCMN,CIÊNCIA DA COMPUTAÇÃO,120.0,15.0,105.0,120.0,0.0,0.0,3.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,111.0,6.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,18.0,0.0,1.0,46.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,19.0,0.0,17.0,0.0,59.0,61.0,0.0,0.0,120.0,5.0,0.0,86.0
14331,2013,CCMN,CIÊNCIAS ATUARIAIS,29.0,9.0,20.0,29.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.0,0.0,0.0,12.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,0.0,4.0,0.0,10.0,19.0,0.0,0.0,29.0,1.0,0.0,21.0
