NU_ANO_CENSO,NO_CURSO,CO_CURSO,DURACAO,CENTRO,EVASAO,RETENCAO,SUCESSO,EVASAO_PUBLICA,RETENCAO_PUBLICA,SUCESSO_PUBLICA,EVASAO_PRIVADA,RETENCAO_PRIVADA,SUCESSO_PRIVADA,EVASAO_NAO INFORMADA,RETENCAO_NAO INFORMADA,SUCESSO_NAO INFORMADA,EVASAO_ETNICO,RETENCAO_ETNICO,SUCESSO_ETNICO,EVASAO_REDE PUBLICA,RETENCAO_REDE PUBLICA,SUCESSO_REDE PUBLICA,EVASAO_SOCIAL,RETENCAO_SOCIAL,SUCESSO_SOCIAL,EVASAO_BRANCA,RETENCAO_BRANCA,SUCESSO_BRANCA,EVASAO_PRETA,RETENCAO_PRETA,SUCESSO_PRETA,EVASAO_PARDA,RETENCAO_PARDA,SUCESSO_PARDA,EVASAO_MASCULINO,RETENCAO_MASCULINO,SUCESSO_MASCULINO,EVASAO_FEMININO,RETENCAO_FEMININO,SUCESSO_FEMININO,QT_MAT,QT_ING,QT_CONC
2012,ARTES CÊNICAS COM HABILITAÇÃO EM CENOGRAFIA,23965,4.0,CLA,7.446808510638298,,,75.0,,,,,,4.444444444444445,,,,,,25.0,,,100.0,,,0.0,,,0.0,,,12.5,,,14.285714285714285,,,3.389830508474576,,,102.0,15.0,14.0
2012,ARTES CÊNICAS COM HABILITAÇÃO EM DIREÇÃO TEATRAL,23977,4.0,CFCH,15.384615384615385,,,0.0,,,,,,16.129032258064516,,,,,,0.0,,,100.0,,,20.588235294117645,,,33.33333333333333,,,36.36363636363637,,,19.35483870967742,,,11.76470588235294,,,70.0,15.0,6.0
2012,ARTES CÊNICAS COM HABILITAÇÃO EM INDUMENTÁRIA,35557,4.0,CLA,20.51282051282051,,,100.0,,,,,,17.24137931034483,,,,,,0.0,,,100.0,,,19.696969696969695,,,0.0,,,45.45454545454545,,,15.384615384615385,,,21.153846153846153,,,116.0,23.0,17.0
2012,ASTRONOMIA,14324,4.0,CCMN,12.195121951219512,,,100.0,,,,,,0.0,,,,,,100.0,,,100.0,,,12.5,,,0.0,,,0.0,,,7.142857142857142,,,23.076923076923077,,,59.0,23.0,7.0
2012,BIBLIOTECONOMIA E GESTÃO DE UNIDADES DE INFORMAÇÃO,99321,4.0,CCJE,16.39344262295082,,,100.0,,,,,,7.82608695652174,,,,,,57.14285714285714,,,100.0,,,11.11111111111111,,,12.5,,,10.526315789473683,,,18.91891891891892,,,15.294117647058824,,,143.0,41.0,28.0
2012,BIBLIOTECONOMIA E GESTÃO DE UNIDADES DE INFORMAÇÃO,1125885,4.0,CCJE,21.27659574468085,,,50.0,,,,,,17.857142857142858,,,,,,30.0,,,100.0,,,13.333333333333334,,,11.11111111111111,,,0.0,,,30.0,,,17.1875,,,124.0,50.0,0.0
2012,CIÊNCIA DA COMPUTAÇÃO,85783,5.0,CCMN,15.966386554621847,,,64.70588235294117,,,,,,14.161220043572984,,,,,,0.0,,,100.0,,,8.12720848056537,,,8.333333333333332,,,19.402985074626866,,,15.0,,,23.214285714285715,,,511.0,111.0,61.0
2012,CIÊNCIAS ATUARIAIS,14331,4.0,CCMN,18.681318681318682,,,100.0,,,,,,9.30232558139535,,,,,,60.0,,,100.0,,,1.9230769230769231,,,100.0,,,33.33333333333333,,,28.000000000000004,,,7.317073170731707,,,102.0,28.0,13.0
2012,CIÊNCIAS BIOLÓGICAS,44900,4.0,CCS,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,69.0,4.0,22.0
2012,CIÊNCIAS BIOLÓGICAS: BIOFÍSICA,112584,4.0,CCS,48.61111111111111,,,100.0,,,,,,33.33333333333333,,,,,,100.0,,,100.0,,,43.24324324324324,,,66.66666666666666,,,28.57142857142857,,,43.58974358974359,,,54.54545454545454,,,69.0,32.0,5.0
2012,CIÊNCIAS BIOLÓGICAS: MICROBIOLOGIA E IMUNOLOGIA,112586,4.0,CCS,24.786324786324787,,,100.0,,,,,,15.74074074074074,,,,,,22.22222222222222,,,100.0,,,12.068965517241379,,,33.33333333333333,,,13.333333333333334,,,29.268292682926827,,,22.36842105263158,,,139.0,51.0,27.0
2012,CIÊNCIAS BIOLÓGICAS: MODALIDADE MÉDICA,112582,4.0,CCS,16.071428571428573,,,81.81818181818183,,,,,,12.676056338028168,,,,,,45.45454545454545,,,100.0,,,0.0,,,33.33333333333333,,,20.0,,,12.857142857142856,,,17.532467532467532,,,275.0,87.0,27.0
2012,CIÊNCIAS CONTÁBEIS,14364,5.0,CCJE,9.14826498422713,,,58.82352941176471,,,,,,6.333333333333334,,,,,,38.23529411764706,,,100.0,,,0.7092198581560284,,,18.75,,,0.0,,,14.402173913043478,,,1.8796992481203008,,,757.0,181.0,82.0
2012,CIÊNCIAS CONTÁBEIS,1125881,5.0,CCJE,8.737864077669903,,,22.22222222222222,,,,,,7.446808510638298,,,,,,44.44444444444444,,,100.0,,,0.0,,,10.0,,,0.0,,,10.16949152542373,,,6.8181818181818175,,,146.0,52.0,0.0
2012,CIÊNCIAS ECONÔMICAS,14366,4.0,CCJE,14.343163538873997,,,64.51612903225806,,,,,,12.167832167832168,,,,,,16.129032258064516,,,100.0,,,8.633093525179856,,,11.76470588235294,,,14.754098360655737,,,14.396887159533073,,,14.224137931034484,,,812.0,173.0,112.0
2012,CIÊNCIAS MATEMÁTICAS E DA TERRA,116844,3.0,CCMN,52.47813411078717,100.0,0.0,95.34883720930233,,,,,,46.33333333333333,,,,,,74.4186046511628,,,100.0,,,40.15748031496063,100.0,0.0,35.0,100.0,0.0,42.857142857142854,100.0,0.0,53.110047846889955,100.0,0.0,51.49253731343284,100.0,0.0,444.0,281.0,0.0
2012,CIÊNCIAS SOCIAIS,314348,4.0,CFCH,28.306264501160094,,,100.0,,,,,,24.817518248175183,,,,,,65.0,,,100.0,,,27.160493827160494,,,12.0,,,12.068965517241379,,,29.292929292929294,,,27.467811158798284,,,419.0,110.0,71.0
2012,COMPOSIÇÃO DE INTERIOR,14337,4.0,CLA,15.909090909090908,,,25.0,,,,,,15.625,,,,,,0.0,,,100.0,,,7.936507936507936,,,0.0,,,0.0,,,5.88235294117647,,,17.391304347826086,,,143.0,32.0,14.0
2012,COMPOSIÇÃO PAISAGÍSTICA,14338,4.0,CLA,19.11764705882353,,,25.0,,,,,,18.75,,,,,,25.0,,,100.0,,,19.444444444444446,,,33.33333333333333,,,26.666666666666668,,,13.043478260869565,,,22.22222222222222,,,66.0,11.0,8.0
2012,COMUNICAÇÃO VISUAL DESIGN,116842,4.0,CLA,7.169811320754717,,,21.428571428571427,,,,,,6.374501992031872,,,,,,7.142857142857142,,,100.0,,,0.0,,,25.0,,,0.0,,,10.0,,,5.161290322580645,,,323.0,77.0,21.0
2012,CONSERVAÇÃO E RESTAURAÇÃO,1114294,4.0,CLA,48.38709677419355,,,100.0,,,,,,17.857142857142858,,,,,,100.0,,,100.0,,,31.25,,,33.33333333333333,,,33.33333333333333,,,12.5,,,60.86956521739131,,,61.0,45.0,0.0
2012,DANÇA,14372,5.0,CCS,20.74468085106383,,,25.0,,,,,,20.652173913043477,,,,,,25.0,,,100.0,,,26.76056338028169,,,10.714285714285714,,,30.0,,,19.35483870967742,,,21.019108280254777,,,192.0,43.0,17.0
2012,DANÇA,1107284,4.0,CCS,28.57142857142857,,,100.0,,,,,,21.666666666666668,,,,,,33.33333333333333,,,100.0,,,18.181818181818183,,,12.5,,,18.181818181818183,,,28.57142857142857,,,28.57142857142857,,,87.0,42.0,0.0
2012,DEFESA E GESTÃO ESTRATÉGICA INTERNACIONAL,1114299,4.0,CCJE,28.640776699029125,,,86.36363636363636,,,,,,21.73913043478261,,,,,,54.54545454545454,,,100.0,,,16.129032258064516,,,0.0,,,25.0,,,27.86885245901639,,,29.761904761904763,,,266.0,119.0,0.0
2012,DESENHO INDUSTRIAL,33825,4.0,CLA,8.837209302325581,,,20.0,,,,,,8.292682926829269,,,,,,20.0,,,100.0,,,6.1946902654867255,,,20.0,,,4.761904761904762,,,4.424778761061947,,,13.725490196078432,,,248.0,52.0,27.0
2012,DIREITO,14363,5.0,CCJE,4.081632653061225,,,42.5531914893617,,,,,,2.3685457129322596,,,,,,19.148936170212767,,,100.0,,,0.0,,,2.0408163265306123,,,1.9230769230769231,,,4.453049370764763,,,3.754266211604096,,,2648.0,533.0,422.0
2012,EDUCAÇÃO ARTÍSTICA - DESENHO,23969,4.0,CLA,19.841269841269842,,,,,,,,,19.841269841269842,,,,,,,,,,,,19.672131147540984,,,25.0,,,17.857142857142858,,,17.391304347826086,,,21.25,,,122.0,21.0,15.0
2012,EDUCAÇÃO ARTÍSTICA COM HABILITAÇÃO EM ARTES PLÁSTICAS,30273,4.0,CLA,5.633802816901409,,,40.0,,,,,,4.807692307692308,,,,,,40.0,,,100.0,,,4.761904761904762,,,0.0,,,0.0,,,16.417910447761194,,,0.684931506849315,,,250.0,49.0,43.0
2012,EDUCAÇÃO FÍSICA,44892,5.0,CCS,12.616201859229747,,,38.70967741935484,,,,,,11.49584487534626,,,,,,25.806451612903224,,,100.0,,,7.267441860465117,,,13.461538461538462,,,8.904109589041095,,,15.254237288135593,,,8.185053380782918,,,832.0,174.0,105.0
2012,EDUCAÇÃO FÍSICA,44893,4.0,CCS,9.288299155609167,,,34.375,,,,,,8.281053952321205,,,,,,34.375,,,100.0,,,0.0,,,5.172413793103448,,,10.06711409395973,,,10.835214446952596,,,7.512953367875648,,,970.0,218.0,143.0
2012,ENFERMAGEM E OBSTETRÍCIA,26611,4.0,CCS,11.688311688311687,,,82.6086956521739,,,,,,7.972665148063782,,,,,,43.47826086956522,,,100.0,,,8.585858585858585,,,6.976744186046512,,,1.25,,,19.148936170212767,,,10.843373493975903,,,556.0,148.0,80.0
2012,ENGENHARIA AMBIENTAL,83486,5.0,CT,12.578616352201259,,,50.0,,,,,,11.11111111111111,,,,,,50.0,,,100.0,,,10.638297872340425,,,0.0,,,21.428571428571427,,,6.153846153846154,,,17.02127659574468,,,179.0,40.0,27.0
2012,ENGENHARIA CIVIL,14351,5.0,CT,4.884667571234735,,,22.727272727272727,,,,,,4.335664335664335,,,,,,13.636363636363635,,,100.0,,,0.21097046413502107,,,15.384615384615385,,,0.0,,,4.536489151873767,,,5.6521739130434785,,,821.0,120.0,101.0
2012,ENGENHARIA DE ALIMENTOS,83910,5.0,CT,15.151515151515152,,,0.0,,,,,,16.8,,,,,,57.14285714285714,,,100.0,,,13.253012048192772,,,0.0,,,0.0,,,13.461538461538462,,,16.25,,,154.0,42.0,7.0
2012,ENGENHARIA DE BIOPROCESSOS,83936,5.0,CT,18.0,,,100.0,,,,,,13.10344827586207,,,,,,100.0,,,100.0,,,15.476190476190476,,,0.0,,,21.428571428571427,,,14.754098360655737,,,20.224719101123593,,,168.0,45.0,12.0
2012,ENGENHARIA DE COMPUTAÇÃO E INFORMAÇÃO,83904,5.0,CT,3.418803418803419,,,0.0,,,,,,3.571428571428571,,,,,,20.0,,,100.0,,,3.75,,,0.0,,,0.0,,,6.666666666666667,,,0.0,,,140.0,27.0,17.0
2012,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,83906,5.0,CT,2.0618556701030926,,,80.0,,,,,,0.0,,,,,,40.0,,,100.0,,,2.9850746268656714,,,,,,0.0,,,3.4090909090909087,,,0.0,,,120.0,25.0,18.0
2012,ENGENHARIA DE MATERIAIS,14368,5.0,CT,23.972602739726025,,,100.0,,,,,,18.84057971014493,,,,,,75.0,,,100.0,,,19.767441860465116,,,0.0,,,17.391304347826086,,,25.0,,,22.413793103448278,,,152.0,41.0,20.0
2012,ENGENHARIA DE PETRÓLEO,83908,5.0,CT,3.8461538461538463,,,40.0,,,,,,2.4,,,,,,0.0,,,100.0,,,0.0,,,0.0,,,0.0,,,5.813953488372093,,,0.0,,,155.0,30.0,20.0
2012,ENGENHARIA DE PRODUÇÃO,14352,5.0,CT,8.87728459530026,,,71.42857142857143,,,,,,6.504065040650407,,,,,,35.714285714285715,,,100.0,,,0.0,,,33.33333333333333,,,0.0,,,7.746478873239436,,,12.121212121212121,,,432.0,83.0,89.0
2012,ENGENHARIA ELETRÔNICA E DE COMPUTAÇÃO,85825,5.0,CT,8.808290155440414,,,35.294117647058826,,,,,,7.588075880758807,,,,,,11.76470588235294,,,100.0,,,6.4,,,10.0,,,0.0,,,10.619469026548673,,,0.0,,,444.0,92.0,30.0
2012,ENGENHARIA ELÉTRICA,14350,5.0,CT,6.987951807228916,,,6.25,,,,,,7.017543859649122,,,,,,25.0,,,100.0,,,3.5856573705179287,,,0.0,,,13.461538461538462,,,5.590062111801243,,,11.827956989247312,,,476.0,90.0,41.0
2012,ENGENHARIA MECÂNICA,14355,5.0,CT,7.484076433121019,,,14.285714285714285,,,,,,7.248764415156507,,,,,,28.57142857142857,,,100.0,,,3.1088082901554404,,,20.0,,,1.3513513513513513,,,8.19964349376114,,,1.4925373134328357,,,702.0,121.0,91.0
2012,ENGENHARIA METALÚRGICA,14353,5.0,CT,16.7741935483871,,,100.0,,,,,,9.523809523809524,,,,,,100.0,,,100.0,,,8.045977011494253,,,33.33333333333333,,,10.0,,,20.76923076923077,,,0.0,,,169.0,40.0,11.0
2012,ENGENHARIA NAVAL E OCEÂNICA,14354,5.0,CT,5.597964376590331,,,38.46153846153847,,,,,,4.473684210526316,,,,,,15.384615384615385,,,100.0,,,0.425531914893617,,,0.0,,,4.651162790697675,,,6.097560975609756,,,3.076923076923077,,,441.0,70.0,61.0
2012,ENGENHARIA NUCLEAR,1114293,5.0,CT,17.94871794871795,,,33.33333333333333,,,,,,16.666666666666664,,,,,,100.0,,,100.0,,,4.0,,,0.0,,,60.0,,,21.21212121212121,,,0.0,,,62.0,30.0,1.0
2012,ENGENHARIA QUÍMICA,14367,5.0,CT,1.1922503725782414,,,12.5,,,,,,0.7727975270479135,,,,,,4.166666666666666,,,100.0,,,0.0,,,7.6923076923076925,,,0.0,,,1.078167115902965,,,1.3333333333333335,,,785.0,122.0,127.0
2012,ESTATÍSTICA,14330,4.0,CCMN,36.666666666666664,,,100.0,,,,,,28.8135593220339,,,,,,100.0,,,100.0,,,34.21052631578947,,,0.0,,,33.33333333333333,,,32.25806451612903,,,41.37931034482759,,,54.0,16.0,6.0
2012,FARMÁCIA,14369,5.0,CCS,8.061749571183533,,,57.14285714285714,,,,,,6.227758007117438,,,,,,23.809523809523807,,,100.0,,,2.7777777777777777,,,5.555555555555555,,,8.16326530612245,,,8.02919708029197,,,8.071748878923767,,,694.0,158.0,70.0
2012,FILOSOFIA,14346,4.0,CFCH,37.5,,,33.33333333333333,,,,,,37.77777777777778,,,,,,50.0,,,100.0,,,25.0,,,28.57142857142857,,,38.095238095238095,,,40.74074074074074,,,33.33333333333333,,,155.0,95.0,6.0
2012,FILOSOFIA,314346,4.0,CFCH,0.0,,,100.0,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,230.0,40.0,58.0
2012,FISIOTERAPIA,14373,4.0,CCS,7.636363636363637,,,50.0,,,,,,5.019305019305019,,,,,,18.75,,,100.0,,,5.607476635514018,,,0.0,,,1.8867924528301887,,,10.344827586206897,,,6.912442396313365,,,344.0,90.0,57.0
2012,FONOAUDIOLOGIA,14376,4.0,CCS,9.926470588235293,,,52.94117647058824,,,,,,7.0588235294117645,,,,,,35.294117647058826,,,100.0,,,5.88235294117647,,,9.090909090909092,,,10.526315789473683,,,23.52941176470588,,,9.019607843137255,,,335.0,90.0,53.0
2012,FÍSICA,14323,4.0,CCMN,19.81981981981982,,,100.0,,,,,,13.333333333333334,,,,,,83.33333333333334,,,100.0,,,7.142857142857142,,,50.0,,,0.0,,,20.212765957446805,,,17.647058823529413,,,132.0,43.0,15.0
2012,FÍSICA,44363,5.0,CCMN,23.93822393822394,,,100.0,,,,,,20.080321285140563,,,,,,80.0,,,100.0,,,19.81981981981982,,,26.31578947368421,,,11.864406779661017,,,23.696682464454977,,,25.0,,,271.0,74.0,26.0
2012,FÍSICA MÉDICA,29307,4.0,CCMN,50.0,,,100.0,,,,,,34.61538461538461,,,,,,100.0,,,100.0,,,46.666666666666664,,,33.33333333333333,,,75.0,,,37.5,,,66.66666666666666,,,36.0,22.0,3.0
2012,GASTRONOMIA,1125886,4.0,CCS,25.0,,,50.0,,,,,,18.75,,,,,,25.0,,,100.0,,,0.0,,,,,,0.0,,,22.22222222222222,,,27.27272727272727,,,60.0,45.0,0.0
2012,GEOGRAFIA,14326,4.0,CCMN,19.597989949748744,,,20.0,,,,,,19.576719576719576,,,,,,20.0,,,100.0,,,15.853658536585366,,,0.0,,,28.30188679245283,,,16.19718309859155,,,28.07017543859649,,,217.0,57.0,11.0
2012,GEOGRAFIA,314326,4.0,CCMN,12.5,,,66.66666666666666,,,,,,10.493827160493826,,,,,,66.66666666666666,,,100.0,,,4.25531914893617,,,33.33333333333333,,,0.0,,,10.679611650485436,,,15.384615384615385,,,196.0,49.0,42.0
2012,GEOLOGIA,14327,5.0,CCMN,10.526315789473683,,,80.0,,,,,,8.433734939759036,,,,,,20.0,,,100.0,,,9.75609756097561,,,25.0,,,4.761904761904762,,,10.185185185185185,,,11.11111111111111,,,204.0,51.0,33.0
2012,GESTÃO PÚBLICA PARA O DESENVOLVIMENTO ECONÔMICO E SOCIAL,1114296,4.0,CCJE,23.78048780487805,,,80.0,,,,,,15.972222222222221,,,,,,25.0,,,100.0,,,8.928571428571429,,,6.666666666666667,,,41.66666666666667,,,20.0,,,28.985507246376812,,,230.0,105.0,0.0
2012,GRAVURA,14340,4.0,CLA,22.727272727272727,,,100.0,,,,,,16.666666666666664,,,,,,,,,,,,21.875,,,0.0,,,37.5,,,30.555555555555557,,,13.333333333333334,,,67.0,16.0,7.0
2012,HISTÓRIA,107716,4.0,CFCH,14.402173913043478,,,100.0,,,,,,9.269662921348315,,,,,,58.333333333333336,,,100.0,,,8.379888268156424,,,0.0,,,5.88235294117647,,,16.037735849056602,,,12.179487179487179,,,411.0,96.0,27.0
2012,HISTÓRIA,107717,4.0,CFCH,58.333333333333336,,,,,,,,,58.333333333333336,,,,,,,,,,,,14.285714285714285,,,100.0,,,50.0,,,50.0,,,75.0,,,29.0,24.0,14.0
2012,HISTÓRIA DA ARTE,113332,4.0,CLA,22.929936305732486,,,100.0,,,,,,16.3265306122449,,,,,,30.0,,,100.0,,,20.33898305084746,,,25.0,,,18.51851851851852,,,33.33333333333333,,,20.47244094488189,,,190.0,69.0,1.0
2012,LETRAS,107783,4.0,CLA,11.428571428571429,,,0.0,,,,,,14.285714285714285,,,,,,,,,,,,33.33333333333333,,,0.0,,,0.0,,,9.090909090909092,,,12.5,,,32.0,1.0,7.0
2012,LETRAS,107788,4.0,CLA,15.068493150684931,,,0.0,,,,,,16.666666666666664,,,,,,0.0,,,100.0,,,10.0,,,66.66666666666666,,,12.5,,,22.22222222222222,,,10.869565217391305,,,63.0,1.0,15.0
2012,LETRAS,107790,4.0,CLA,7.4074074074074066,,,,,,,,,7.4074074074074066,,,,,,,,,,,,8.333333333333332,,,0.0,,,25.0,,,10.0,,,5.88235294117647,,,25.0,0.0,5.0
2012,LETRAS,107792,4.0,CLA,20.833333333333336,,,0.0,,,,,,27.27272727272727,,,,,,50.0,,,100.0,,,28.57142857142857,,,,,,0.0,,,11.11111111111111,,,26.666666666666668,,,20.0,1.0,4.0
2012,LETRAS,107794,4.0,CLA,0.0,,,0.0,,,,,,0.60790273556231,,,,,,0.0,,,100.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.4291845493562232,,,332.0,2.0,107.0
2012,LETRAS,107796,4.0,CLA,7.894736842105263,,,,,,,,,7.894736842105263,,,,,,,,,,,,1.6666666666666667,,,0.0,,,12.5,,,9.523809523809524,,,7.526881720430108,,,107.0,2.0,40.0
2012,LETRAS,107798,4.0,CLA,26.126126126126124,,,0.0,,,,,,27.927927927927925,,,,,,,,,,,,37.03703703703704,,,8.333333333333332,,,11.538461538461538,,,29.03225806451613,,,25.0,,,83.0,1.0,21.0
2012,LETRAS,107800,4.0,CLA,21.875,,,,,,,,,21.875,,,,,,,,,,,,18.181818181818183,,,42.857142857142854,,,0.0,,,35.0,,,0.0,,,25.0,0.0,3.0
2012,LETRAS,107802,4.0,CLA,6.493506493506493,,,0.0,,,,,,10.38961038961039,,,,,,,,,,,,5.263157894736842,,,33.33333333333333,,,5.555555555555555,,,14.285714285714285,,,3.571428571428571,,,73.0,1.0,22.0
2012,LETRAS,107804,4.0,CLA,5.14018691588785,,,0.0,,,,,,5.164319248826291,,,,,,0.0,,,100.0,,,0.8695652173913043,,,40.0,,,2.7777777777777777,,,11.320754716981133,,,3.1055900621118013,,,206.0,3.0,75.0
2012,LETRAS,107806,4.0,CLA,18.681318681318682,,,0.0,,,,,,20.0,,,,,,0.0,,,100.0,,,0.0,,,36.84210526315789,,,25.0,,,0.0,,,24.324324324324326,,,78.0,4.0,12.0
2012,LETRAS,107808,4.0,CLA,25.806451612903224,,,0.0,,,,,,29.03225806451613,,,,,,0.0,,,,,,10.526315789473683,,,0.0,,,50.0,,,31.25,,,20.0,,,27.0,4.0,5.0
2012,LETRAS - PORTUGUÊS E ALEMÃO,1114221,4.0,CLA,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,0.0,,,22.0,3.0,1.0
2012,LETRAS - PORTUGUÊS E INGLÊS,1114229,4.0,CLA,0.0,,,0.0,,,,,,2.197802197802198,,,,,,0.0,,,100.0,,,8.88888888888889,,,20.0,,,0.0,,,0.0,,,9.58904109589041,,,130.0,32.0,1.0
2012,LETRAS - PORTUGUÊS E LATIM,1114230,4.0,CLA,0.0,,,0.0,,,,,,8.0,,,,,,0.0,,,100.0,,,0.0,,,0.0,,,14.285714285714285,,,9.090909090909092,,,0.0,,,39.0,12.0,0.0
2012,LETRAS - PORTUGUÊS E LITERATURAS DE LÍNGUA PORTUGUESA,1114224,4.0,CLA,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,,100.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,190.0,10.0,1.0
2012,LETRAS COM PORTUGUÊS E ESPANHOL,1114225,4.0,CLA,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,,100.0,,,0.0,,,0.0,,,11.11111111111111,,,0.0,,,0.0,,,85.0,7.0,0.0
2012,LETRAS PORTUGUÊS E FRANCÊS,1114226,4.0,CLA,2.2222222222222223,,,0.0,,,,,,6.8181818181818175,,,,,,0.0,,,100.0,,,0.0,,,0.0,,,16.666666666666664,,,12.5,,,0.0,,,57.0,13.0,1.0
2012,MATEMÁTICA,14328,4.0,CCMN,42.3728813559322,,,100.0,,,,,,35.714285714285715,,,,,,100.0,,,100.0,,,25.0,,,50.0,,,25.0,,,45.0,,,36.84210526315789,,,66.0,32.0,5.0
2012,MATEMÁTICA,314328,4.0,CCMN,46.875,,,100.0,,,,,,42.857142857142854,,,,,,100.0,,,100.0,,,33.33333333333333,,,20.0,,,62.5,,,48.93617021276596,,,41.17647058823529,,,60.0,26.0,9.0
2012,MATEMÁTICA APLICADA,71061,4.0,CCMN,32.72727272727273,,,100.0,,,,,,19.230769230769234,,,,,,100.0,,,100.0,,,0.0,,,100.0,,,16.666666666666664,,,32.6530612244898,,,33.33333333333333,,,64.0,27.0,12.0
2012,MEDICINA,14359,6.0,CCS,1.5051740357478833,,,25.0,,,,,,0.6815968841285297,,,,,,11.11111111111111,,,100.0,,,0.0,,,17.647058823529413,,,0.0,,,1.5217391304347827,,,1.4925373134328357,,,1244.0,197.0,187.0
2012,METEOROLOGIA,14325,4.0,CCMN,18.64406779661017,,,100.0,,,,,,7.142857142857142,,,,,,100.0,,,100.0,,,7.547169811320755,,,0.0,,,21.052631578947366,,,22.22222222222222,,,14.545454545454545,,,140.0,44.0,16.0
2012,MÙSICA - REGÊNCIA CORAL,122390,5.0,CLA,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,0.0,,,7.0,3.0,1.0
2012,MÚSICA,33821,5.0,CLA,12.76595744680851,,,100.0,,,,,,10.869565217391305,,,,,,100.0,,,100.0,,,4.3478260869565215,,,60.0,,,0.0,,,13.636363636363635,,,0.0,,,47.0,6.0,5.0
2012,MÚSICA,35558,4.0,CLA,10.526315789473683,,,,,,,,,10.526315789473683,,,,,,,,,,,,5.88235294117647,,,25.0,,,0.0,,,10.0,,,10.714285714285714,,,40.0,6.0,6.0
2012,MÚSICA,45136,4.0,CLA,15.384615384615385,,,,,,,,,15.384615384615385,,,,,,,,,,,,0.0,,,0.0,,,33.33333333333333,,,28.57142857142857,,,0.0,,,15.0,4.0,0.0
2012,MÚSICA,45142,4.0,CLA,9.090909090909092,,,0.0,,,,,,9.67741935483871,,,,,,0.0,,,100.0,,,22.22222222222222,,,,,,0.0,,,9.67741935483871,,,0.0,,,38.0,8.0,4.0
2012,MÚSICA,45145,4.0,CLA,13.513513513513514,,,50.0,,,,,,11.428571428571429,,,,,,50.0,,,100.0,,,20.0,,,0.0,,,0.0,,,4.3478260869565215,,,28.57142857142857,,,38.0,6.0,8.0
2012,MÚSICA,45202,4.0,CLA,33.33333333333333,,,,,,,,,33.33333333333333,,,,,,,,,,,,0.0,,,0.0,,,33.33333333333333,,,33.33333333333333,,,,,,9.0,3.0,0.0
2012,MÚSICA,85786,4.0,CLA,16.049382716049383,,,50.0,,,,,,14.743589743589745,,,,,,16.666666666666664,,,100.0,,,9.63855421686747,,,6.25,,,15.151515151515152,,,18.095238095238095,,,12.280701754385964,,,165.0,29.0,33.0
2012,MÚSICA - BANDOLIM,1114300,4.0,CLA,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,4.0,1.0,0.0
2012,MÚSICA - CRAVO,99324,4.0,CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2012,MÚSICA - FAGOTE,45135,4.0,CLA,40.0,,,,,,,,,40.0,,,,,,,,,,,,66.66666666666666,,,,,,0.0,,,40.0,,,,,,3.0,0.0,0.0
2012,MÚSICA - FLAUTA,45137,4.0,CLA,20.0,,,,,,,,,20.0,,,,,,,,,,,,0.0,,,100.0,,,0.0,,,16.666666666666664,,,25.0,,,10.0,2.0,1.0
2012,MÚSICA - HARPA,45128,4.0,CLA,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,3.0,1.0,0.0
2012,MÚSICA - INSTRUMENTO DE PERCUSSÃO,45148,4.0,CLA,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,4.0,1.0,1.0
2012,MÚSICA - OBOÉ,45149,4.0,CLA,57.14285714285714,,,100.0,,,,,,42.857142857142854,,,,,,,,,,,,40.0,,,,,,,,,66.66666666666666,,,0.0,,,4.0,1.0,0.0
2012,MÚSICA - REGÊNCIA DE BANDA,1114302,4.0,CLA,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,100.0,,,0.0,,,,,,3.0,1.0,0.0
2012,MÚSICA - REGÊNCIA ORQUESTRAL,122392,5.0,CLA,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,100.0,,,0.0,,,0.0,,,100.0,,,9.0,1.0,1.0
2012,MÚSICA - SAXOFONE,45150,4.0,CLA,20.0,,,,,,,,,20.0,,,,,,,,,,,,25.0,,,66.66666666666666,,,0.0,,,10.0,,,100.0,,,11.0,3.0,2.0
