NU_ANO_CENSO,NO_CURSO,CO_CURSO,IN_COMUNITARIA,IN_CONFESSIONAL,DURACAO,CENTRO,QT_MAT_AMPLA,QT_ING_AMPLA,QT_CONC_AMPLA,EVASAO,RETENCAO,SUCESSO,EVASAO_PUBLICA_TOTAL,RETENCAO_PUBLICA_TOTAL,SUCESSO_PUBLICA_TOTAL,EVASAO_PRIVADA_TOTAL,RETENCAO_PRIVADA_TOTAL,SUCESSO_PRIVADA_TOTAL,EVASAO_NAO INFORMADA_TOTAL,RETENCAO_NAO INFORMADA_TOTAL,SUCESSO_NAO INFORMADA_TOTAL,EVASAO_ETNICO_TOTAL,RETENCAO_ETNICO_TOTAL,SUCESSO_ETNICO_TOTAL,EVASAO_REDE PUBLICA_TOTAL,RETENCAO_REDE PUBLICA_TOTAL,SUCESSO_REDE PUBLICA_TOTAL,EVASAO_SOCIAL_TOTAL,RETENCAO_SOCIAL_TOTAL,SUCESSO_SOCIAL_TOTAL,EVASAO_AMPLA_TOTAL,RETENCAO_AMPLA_TOTAL,SUCESSO_AMPLA_TOTAL,EVASAO_BRANCA_TOTAL,RETENCAO_BRANCA_TOTAL,SUCESSO_BRANCA_TOTAL,EVASAO_PRETA_TOTAL,RETENCAO_PRETA_TOTAL,SUCESSO_PRETA_TOTAL,EVASAO_PARDA_TOTAL,RETENCAO_PARDA_TOTAL,SUCESSO_PARDA_TOTAL,EVASAO_MASCULINO_TOTAL,RETENCAO_MASCULINO_TOTAL,SUCESSO_MASCULINO_TOTAL,EVASAO_FEMININO_TOTAL,RETENCAO_FEMININO_TOTAL,SUCESSO_FEMININO_TOTAL,QT_MAT,QT_ING,QT_CONC
2013,MÚSICA,45136,,,4.0,CLA,15.0,4.0,0.0,20.0,100.0,0.0,13.333333333333334,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,0.0,13.333333333333334,33.333333333333336,0.0,0.0,23.333333333333332,0.0,0.0,0.0,0.0,6.666666666666667,43.333333333333336,0.0,13.333333333333334,65.0,0.0,16.0,4.0,0.0
2013,MÚSICA,45142,,,4.0,CLA,33.0,5.0,2.0,5.88235294117647,76.34408602150538,22.22222222222222,14.705882352941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,76.34408602150538,22.22222222222222,0.0,7.526881720430108,22.22222222222222,0.0,0.0,0.0,5.88235294117647,11.82795698924731,0.0,5.88235294117647,76.34408602150538,22.22222222222222,0.0,0.0,0.0,40.0,8.0,2.0
2013,MÚSICA,45145,,,4.0,CLA,35.0,4.0,4.0,0.0,60.0,40.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,40.0,0.0,30.0,0.0,37.0,4.0,4.0
2013,MÚSICA,45202,,,4.0,CLA,9.0,2.0,1.0,11.11111111111111,83.33333333333334,16.666666666666664,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,83.33333333333334,16.666666666666664,0.0,0.0,16.666666666666664,11.11111111111111,16.666666666666664,0.0,0.0,16.666666666666664,0.0,11.11111111111111,83.33333333333334,16.666666666666664,0.0,0.0,0.0,10.0,2.0,1.0
2013,MÚSICA,85786,,,4.0,CLA,142.0,27.0,17.0,6.0606060606060606,39.84018264840183,47.22222222222222,10.606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.22222222222222,0.7575757575757576,0.0,0.0,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,3.0303030303030303,39.84018264840183,47.22222222222222,0.0,0.0,33.33333333333333,1.5151515151515151,3.462709284627093,2.7777777777777777,3.787878787878788,2.9299847792998475,8.333333333333332,1.5151515151515151,54.39497716894978,22.22222222222222,4.545454545454546,0.0,25.0,159.0,35.0,17.0
2013,MÚSICA - BANDOLIM,1114300,,,4.0,CLA,4.0,0.0,0.0,25.0,,,50.0,,,0.0,,,0.0,,,25.0,,,25.0,,,25.0,,,0.0,,,0.0,,,0.0,,,25.0,,,25.0,,,0.0,,,4.0,1.0,0.0
2013,MÚSICA - CRAVO,99324,,,4.0,CLA,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0
2013,MÚSICA - FAGOTE,45135,,,4.0,CLA,6.0,3.0,1.0,0.0,,,0.0,,,33.33333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,6.0,3.0,1.0
2013,MÚSICA - FLAUTA,45137,,,4.0,CLA,9.0,2.0,2.0,11.11111111111111,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,100.0,11.11111111111111,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,100.0,0.0,0.0,0.0,13.0,5.0,2.0
2013,MÚSICA - HARPA,45128,,,4.0,CLA,3.0,1.0,0.0,33.33333333333333,,,0.0,,,0.0,,,33.33333333333333,,,0.0,,,0.0,,,0.0,,,33.33333333333333,,,33.33333333333333,,,0.0,,,0.0,,,0.0,,,33.33333333333333,,,3.0,1.0,0.0
2013,MÚSICA - INSTRUMENTO DE PERCUSSÃO,45148,,,4.0,CLA,5.0,3.0,0.0,33.33333333333333,,,0.0,,,0.0,,,33.33333333333333,,,0.0,,,0.0,,,0.0,,,33.33333333333333,,,33.33333333333333,,,0.0,,,0.0,,,33.33333333333333,,,0.0,,,6.0,4.0,0.0
2013,MÚSICA - OBOÉ,45149,,,4.0,CLA,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.0,0.0,1.0
2013,MÚSICA - REGÊNCIA DE BANDA,1114302,,,4.0,CLA,4.0,2.0,0.0,33.33333333333333,,,0.0,,,0.0,,,33.33333333333333,,,0.0,,,0.0,,,0.0,,,33.33333333333333,,,0.0,,,0.0,,,33.33333333333333,,,33.33333333333333,,,0.0,,,4.0,2.0,0.0
2013,MÚSICA - REGÊNCIA ORQUESTRAL,122392,,,5.0,CLA,14.0,7.0,0.0,12.5,,,0.0,,,0.0,,,12.5,,,0.0,,,0.0,,,0.0,,,12.5,,,0.0,,,0.0,,,0.0,,,25.0,,,0.0,,,15.0,8.0,0.0
2013,MÚSICA - SAXOFONE,45150,,,4.0,CLA,10.0,3.0,0.0,22.22222222222222,100.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,22.22222222222222,100.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0
2013,MÚSICA - TROMBONE,45132,,,4.0,CLA,5.0,1.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0
2013,MÚSICA - TROMPA,45133,,,4.0,CLA,9.0,4.0,1.0,44.44444444444444,50.0,50.0,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.0,22.22222222222222,0.0,50.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,33.33333333333333,50.0,50.0,22.22222222222222,0.0,0.0,0.0,42.85714285714286,0.0,11.11111111111111,0.0,50.0,44.44444444444444,50.0,50.0,0.0,0.0,0.0,10.0,5.0,1.0
2013,MÚSICA - TUBA,45201,,,4.0,CLA,3.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2013,MÚSICA - VIOLA,45134,,,4.0,CLA,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2013,MÚSICA - ÓRGÃO,45197,,,4.0,CLA,4.0,1.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,4.0,1.0,0.0
2013,NANOTECNOLOGIA,1114290,,,4.0,CCS,58.0,27.0,3.0,39.285714285714285,,,30.357142857142854,,,14.285714285714285,,,0.0,,,1.7857142857142856,,,7.142857142857142,,,1.7857142857142856,,,32.142857142857146,,,10.714285714285714,,,1.7857142857142856,,,1.7857142857142856,,,28.57142857142857,,,10.714285714285714,,,70.0,36.0,3.0
2013,NUTRIÇÃO,14360,,,4.0,CCS,332.0,70.0,70.0,9.0625,21.29173922919664,74.46808510638297,15.937499999999998,0.0,0.0,0.9375,0.0,0.0,0.0,0.0,74.46808510638297,0.625,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,6.5625,21.29173922919664,74.46808510638297,0.0,0.0,41.48936170212766,0.0,0.0,4.25531914893617,0.9375,0.0,9.574468085106384,0.625,0.0,6.382978723404255,8.4375,24.464299235254032,68.08510638297872,388.0,97.0,70.0
2013,ODONTOLOGIA,14361,,,4.0,CCS,303.0,66.0,73.0,6.666666666666667,12.76655669107588,84.88372093023256,17.543859649122805,0.0,0.0,2.456140350877193,0.0,0.0,0.0,0.0,84.88372093023256,0.0,0.0,0.0,1.4035087719298245,0.0,0.0,0.3508771929824561,0.0,0.0,5.263157894736842,12.76655669107588,84.88372093023256,0.0,0.0,45.348837209302324,0.0,1.1788846865695661,3.488372093023256,0.0,0.0,8.13953488372093,1.0526315789473684,4.425846946165607,20.930232558139537,5.614035087719298,9.724792789892975,63.95348837209303,356.0,90.0,73.0
2013,PEDAGOGIA,14349,,,5.0,CFCH,537.0,120.0,49.0,13.068181818181818,,,13.257575757575758,,,1.893939393939394,,,0.0,,,0.5681818181818182,,,2.6515151515151514,,,0.946969696969697,,,10.416666666666668,,,1.893939393939394,,,0.0,,,2.462121212121212,,,2.462121212121212,,,10.606060606060606,,,627.0,168.0,49.0
2013,PINTURA,14339,,,4.0,CLA,172.0,37.0,18.0,15.723270440251572,54.563106796116514,45.0,6.918238993710692,0.0,0.0,2.515723270440252,0.0,0.0,6.289308176100629,0.0,45.0,0.0,0.0,0.0,1.257861635220126,0.0,0.0,0.628930817610063,0.0,0.0,14.465408805031446,54.563106796116514,45.0,4.40251572327044,15.145631067961165,30.0,0.0,2.5242718446601944,0.0,3.1446540880503147,5.048543689320389,12.5,7.547169811320755,17.475728155339805,22.5,8.176100628930817,37.57281553398059,22.5,176.0,42.0,18.0
2013,PSICOLOGIA,14356,,,4.0,CFCH,757.0,169.0,192.0,0.0,0.0,100.0,19.256756756756758,0.0,0.0,1.5202702702702704,0.0,14.02439024390244,0.0,0.0,100.0,0.6756756756756757,0.0,0.0,2.027027027027027,0.0,0.0,0.33783783783783783,0.0,0.0,0.0,0.0,100.0,0.0,0.0,88.41463414634147,0.5067567567567568,0.0,3.048780487804878,0.0,0.0,10.365853658536585,0.0,0.0,25.609756097560975,0.0,0.0,91.46341463414635,873.0,226.0,192.0
2013,QUÍMICA,14332,,,5.0,CCMN,253.0,61.0,20.0,6.086956521739131,,,13.91304347826087,,,1.7391304347826086,,,0.0,,,1.3043478260869565,,,0.0,,,0.0,,,6.086956521739131,,,0.0,,,0.0,,,0.0,,,5.6521739130434785,,,0.43478260869565216,,,294.0,78.0,20.0
2013,QUÍMICA,45204,,,5.0,CCMN,196.0,50.0,19.0,26.605504587155966,,,22.93577981651376,,,2.293577981651376,,,1.3761467889908259,,,0.0,,,2.293577981651376,,,0.0,,,24.31192660550459,,,10.091743119266056,,,2.293577981651376,,,3.211009174311927,,,12.385321100917432,,,14.220183486238533,,,228.0,68.0,19.0
2013,QUÍMICA INDUSTRIAL,14379,,,5.0,CT,258.0,62.0,12.0,0.0,,,10.526315789473683,,,3.1578947368421053,,,0.0,,,1.5789473684210527,,,0.0,,,1.0526315789473684,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,303.0,87.0,12.0
2013,RELAÇÕES INTERNACIONAIS,116840,,,4.0,CCJE,405.0,108.0,38.0,6.868131868131869,56.42115669797331,31.932773109243694,18.40659340659341,0.0,0.0,2.7472527472527473,0.0,0.0,0.0,0.0,31.932773109243694,0.27472527472527475,0.0,0.0,1.6483516483516485,0.0,0.0,0.5494505494505495,0.0,0.0,5.21978021978022,56.42115669797331,31.932773109243694,0.0,30.776075135936726,14.285714285714285,0.0,1.1270390509144834,0.8403361344537815,0.0,4.58724666337123,2.5210084033613445,2.4725274725274726,36.134453781512605,8.403361344537815,4.395604395604396,36.6584280771132,23.52941176470588,486.0,147.0,38.0
2013,SAÚDE COLETIVA,116838,,,4.0,CCS,78.0,30.0,9.0,25.0,57.57142857142858,25.71428571428571,23.684210526315788,0.0,0.0,11.842105263157894,0.0,0.0,0.0,0.0,25.71428571428571,2.631578947368421,0.0,0.0,5.263157894736842,0.0,0.0,0.0,0.0,0.0,19.736842105263158,57.57142857142858,25.71428571428571,1.3157894736842104,34.285714285714285,11.428571428571429,2.631578947368421,0.0,0.0,9.210526315789473,0.0,2.857142857142857,6.578947368421052,15.857142857142858,8.571428571428571,18.421052631578945,63.71428571428572,17.142857142857142,99.0,42.0,9.0
2013,SERVIÇO SOCIAL,14358,,,5.0,CFCH,795.0,148.0,97.0,0.0,,,4.177545691906006,,,4.43864229765013,,,0.0,,,1.5665796344647518,,,0.0,,,0.26109660574412535,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,904.0,209.0,97.0
2013,TEORIA DA DANÇA,1106731,,,4.0,CCS,24.0,8.0,0.0,26.923076923076923,,,26.923076923076923,,,0.0,,,0.0,,,0.0,,,11.538461538461538,,,0.0,,,15.384615384615385,,,3.8461538461538463,,,3.8461538461538463,,,15.384615384615385,,,11.538461538461538,,,15.384615384615385,,,30.0,11.0,0.0
2013,TERAPIA OCUPACIONAL,116836,,,4.0,CCS,200.0,43.0,22.0,3.314917127071823,8.333333333333337,70.96774193548387,20.441988950276244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.96774193548387,0.5524861878453038,0.0,0.0,2.7624309392265194,0.0,0.0,1.1049723756906076,0.0,0.0,0.5524861878453038,8.333333333333337,70.96774193548387,0.5524861878453038,8.333333333333332,45.16129032258064,0.0,0.0,0.0,0.5524861878453038,0.0,9.67741935483871,1.1049723756906076,4.166666666666666,6.451612903225806,2.209944751381215,6.989247311827958,64.51612903225806,238.0,63.0,22.0
2014,CIÊNCIAS BIOLÓGICAS: BIOFÍSICA,121706,,,4.0,CAXIAS,93.0,15.0,44.0,21.929824561403507,0.0,100.0,7.017543859649122,0.0,14.285714285714285,0.0,0.0,10.714285714285714,17.543859649122805,0.0,100.0,0.8771929824561403,0.0,0.0,3.508771929824561,0.0,10.714285714285714,0.0,0.0,0.0,18.421052631578945,0.0,100.0,7.894736842105263,0.0,67.85714285714286,1.7543859649122806,0.0,14.285714285714285,3.508771929824561,0.0,39.285714285714285,10.526315789473683,0.0,57.14285714285714,11.403508771929824,0.0,100.0,115.0,26.0,47.0
2014,CIÊNCIAS BIOLÓGICAS: BIOTECNOLOGIA,1114292,,,4.0,CAXIAS,216.0,54.0,19.0,18.702290076335878,63.90625,26.25,10.687022900763358,0.0,2.5,0.0,0.0,0.0,12.977099236641221,72.70089285714286,23.75,1.1450381679389312,0.0,0.0,4.961832061068702,0.0,2.5,1.5267175572519083,0.0,0.0,13.740458015267176,72.70089285714286,23.75,5.343511450381679,15.468749999999998,15.0,1.1450381679389312,5.15625,1.25,1.9083969465648856,8.191964285714285,1.25,6.488549618320611,38.59374999999999,3.75,12.213740458015266,42.1875,22.5,315.0,102.0,21.0
2014,NANOTECNOLOGIA,1114291,,,4.0,CAXIAS,39.0,9.0,18.0,16.666666666666664,0.0,100.0,7.142857142857142,0.0,18.75,0.0,0.0,43.75,21.428571428571427,0.0,68.75,0.0,0.0,0.0,0.0,0.0,18.75,2.380952380952381,0.0,0.0,16.666666666666664,0.0,100.0,2.380952380952381,0.0,68.75,0.0,0.0,12.5,2.380952380952381,0.0,31.25,9.523809523809524,0.0,62.5,7.142857142857142,0.0,68.75,54.0,19.0,21.0
2014,CIÊNCIAS BIOLÓGICAS,99287,,,5.0,MACAE,136.0,21.0,4.0,23.42857142857143,92.19490187232122,6.451612903225806,13.142857142857142,0.0,0.0,0.0,0.0,0.0,10.857142857142858,0.0,6.451612903225806,3.428571428571429,0.0,0.0,7.428571428571429,0.0,0.0,2.857142857142857,0.0,0.0,16.0,92.19490187232122,6.451612903225806,6.2857142857142865,29.878186329799234,1.6129032258064515,1.1428571428571428,1.939995488382585,0.0,0.0,9.756372659598467,3.225806451612903,5.142857142857142,28.53598014888337,1.6129032258064515,18.285714285714285,73.83261899390932,4.838709677419355,174.0,40.0,4.0
2014,ENFERMAGEM E OBSTETRÍCIA,121848,,,5.0,MACAE,127.0,37.0,11.0,19.58041958041958,20.361990950226243,64.70588235294117,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,64.70588235294117,3.4965034965034967,0.0,0.0,5.594405594405594,0.0,0.0,2.097902097902098,0.0,0.0,13.986013986013987,20.361990950226243,64.70588235294117,4.895104895104895,0.0,17.647058823529413,0.6993006993006993,5.429864253393665,17.647058823529413,2.097902097902098,7.239819004524888,11.76470588235294,2.097902097902098,13.574660633484163,0.0,17.482517482517483,15.384615384615385,64.70588235294117,188.0,73.0,11.0
2014,FARMÁCIA,120922,,,5.0,MACAE,224.0,45.0,37.0,19.08713692946058,8.974000559127763,75.51020408163265,12.033195020746888,0.0,0.0,0.0,0.0,0.0,11.20331950207469,0.0,75.51020408163265,4.149377593360995,0.0,0.0,8.71369294605809,0.0,0.0,2.4896265560165975,0.0,0.0,10.37344398340249,8.974000559127763,75.51020408163265,2.4896265560165975,0.0,42.857142857142854,1.2448132780082988,0.0,4.081632653061225,3.7344398340248963,0.0,14.285714285714285,4.564315352697095,1.2300810735253003,20.408163265306122,14.522821576763487,15.376013419066256,55.10204081632652,281.0,86.0,37.0
2014,MEDICINA,121850,,,6.0,MACAE,169.0,33.0,0.0,16.93121693121693,,,3.7037037037037033,,,0.0,,,21.693121693121693,,,2.6455026455026456,,,3.7037037037037033,,,2.6455026455026456,,,13.227513227513226,,,7.936507936507936,,,0.0,,,2.6455026455026456,,,4.232804232804233,,,12.698412698412698,,,219.0,62.0,0.0
2014,NUTRIÇÃO,121852,,,5.0,MACAE,154.0,42.0,13.0,13.636363636363635,23.026315789473685,68.42105263157895,9.090909090909092,0.0,0.0,0.0,0.0,5.263157894736842,15.584415584415584,0.0,63.1578947368421,3.2467532467532463,0.0,0.0,7.142857142857142,0.0,0.0,1.948051948051948,0.0,0.0,6.493506493506493,23.026315789473685,68.42105263157895,0.0,0.0,31.57894736842105,0.6493506493506493,0.0,0.0,1.2987012987012987,0.0,5.263157894736842,3.2467532467532463,5.921052631578947,0.0,10.38961038961039,17.763157894736842,68.42105263157895,211.0,78.0,13.0
2014,QUÍMICA,120924,,,5.0,MACAE,50.0,13.0,6.0,41.7910447761194,74.27937915742794,18.181818181818183,14.925373134328357,0.0,0.0,5.970149253731343,0.0,0.0,20.8955223880597,0.0,18.181818181818183,5.970149253731343,0.0,0.0,5.970149253731343,0.0,0.0,4.477611940298507,0.0,0.0,35.82089552238806,74.27937915742794,18.181818181818183,13.432835820895523,0.0,15.151515151515152,7.462686567164178,4.286770140428676,0.0,11.940298507462686,33.70288248337028,0.0,19.402985074626866,34.22025129342202,9.090909090909092,22.388059701492537,61.049519586104935,9.090909090909092,65.0,26.0,6.0
2014,ABI - CIÊNCIAS BIOLÓGICAS,5000669,,,4.0,CCS,137.0,47.0,0.0,59.43396226415094,100.0,0.0,19.81132075471698,0.0,0.0,0.9433962264150944,0.0,0.0,38.67924528301887,100.0,0.0,0.628930817610063,0.0,0.0,13.836477987421384,0.0,0.0,1.257861635220126,0.0,0.0,45.59748427672956,100.0,0.0,29.874213836477985,36.59320691422448,0.0,1.257861635220126,3.8578017984438335,0.0,6.60377358490566,17.67693239528491,0.0,20.440251572327046,49.68550528817034,0.0,38.9937106918239,79.05698178260262,0.0,217.0,88.0,0.0
2014,ABI - FILOSOFIA,5000775,,,4.0,CFCH,35.0,43.0,0.0,100.0,,,15.74074074074074,,,4.62962962962963,,,93.51851851851852,,,3.7037037037037033,,,12.962962962962962,,,7.4074074074074066,,,100.0,,,43.51851851851852,,,2.7777777777777777,,,25.925925925925924,,,72.22222222222221,,,41.66666666666667,,,65.0,80.0,0.0
2014,ABI - HISTÓRIA,5000798,,,4.0,CFCH,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,0.0
2014,ADMINISTRAÇÃO,14365,,,5.0,CCJE,646.0,111.0,140.0,10.13215859030837,0.0,78.65168539325843,3.9647577092511015,0.0,0.0,0.0,0.0,0.5617977528089888,11.013215859030836,0.0,78.08988764044943,2.4963289280469896,0.0,0.0,3.671071953010279,0.0,0.0,1.0279001468428781,0.0,0.0,6.4610866372980915,0.0,78.65168539325843,1.0279001468428781,0.0,43.82022471910113,0.0,0.7798940348954051,1.6853932584269662,1.1747430249632893,2.8181236868548463,4.49438202247191,5.4331864904552125,5.80067598428793,42.69662921348314,4.698972099853157,3.3616515940440315,35.95505617977528,804.0,192.0,140.0
2014,ARQUITETURA E URBANISMO,14333,,,5.0,CLA,1181.0,137.0,157.0,6.976744186046512,40.66515495086923,52.861952861952865,2.1705426356589146,0.0,0.0,0.0,0.0,0.0,9.767441860465116,0.0,52.861952861952865,0.3875968992248062,0.0,0.0,1.2403100775193798,0.0,0.0,0.23255813953488372,0.0,0.0,5.736434108527131,40.66515495086923,52.861952861952865,0.7751937984496124,0.0,41.07744107744108,0.23255813953488372,1.5098417695820294,0.6734006734006733,0.6976744186046512,2.214163902475591,4.377104377104377,2.635658914728682,15.987956247696506,13.468013468013467,4.341085271317829,30.253056227082197,39.39393939393939,1457.0,257.0,157.0
2014,ARTES CÊNICAS COM HABILITAÇÃO EM CENOGRAFIA,23965,,,4.0,CLA,71.0,7.0,16.0,8.860759493670885,40.90354090354091,41.02564102564102,2.5316455696202533,0.0,2.564102564102564,0.0,0.0,7.6923076923076925,7.59493670886076,55.67765567765568,30.76923076923077,1.2658227848101267,0.0,0.0,1.2658227848101267,0.0,0.0,1.2658227848101267,0.0,0.0,7.59493670886076,40.90354090354091,41.02564102564102,0.0,7.509157509157509,33.33333333333333,1.2658227848101267,7.326007326007327,0.0,0.0,11.080586080586082,2.564102564102564,0.0,19.108669108669112,10.256410256410255,12.658227848101266,38.88888888888889,30.76923076923077,80.0,8.0,16.0
2014,ARTES CÊNICAS COM HABILITAÇÃO EM DIREÇÃO TEATRAL,23977,,,4.0,CFCH,68.0,10.0,14.0,1.4492753623188406,0.0,93.33333333333333,1.4492753623188406,0.0,0.0,0.0,0.0,0.0,8.695652173913043,0.0,93.33333333333333,1.4492753623188406,0.0,0.0,1.4492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333333333333,2.898550724637681,0.0,73.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7.246376811594203,17.894736842105264,53.333333333333336,85.0,17.0,14.0
2014,ARTES CÊNICAS COM HABILITAÇÃO EM INDUMENTÁRIA,35557,,,4.0,CLA,112.0,31.0,15.0,4.301075268817205,52.58835241413639,36.58536585365854,0.0,0.0,0.0,0.0,0.0,9.75609756097561,10.75268817204301,65.23145843703335,26.82926829268293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.376344086021505,52.58835241413639,36.58536585365854,0.0,20.358387257341963,24.390243902439025,1.0752688172043012,6.24688899950224,2.4390243902439024,0.0,17.770034843205575,0.0,0.0,12.269785963165756,2.4390243902439024,4.301075268817205,46.241911398705824,34.146341463414636,124.0,35.0,15.0
2014,ASTRONOMIA,14324,,,4.0,CCMN,57.0,9.0,4.0,17.1875,59.25297113752123,21.052631578947366,4.6875,0.0,0.0,0.0,0.0,0.0,21.875,62.478777589134125,21.052631578947366,0.0,0.0,0.0,4.6875,0.0,0.0,1.5625,0.0,0.0,12.5,62.478777589134125,21.052631578947366,12.5,45.840407470288625,15.789473684210526,0.0,0.0,5.263157894736842,0.0,17.996604414261462,0.0,12.5,86.58743633276741,10.526315789473683,4.6875,12.903225806451612,10.526315789473683,70.0,17.0,4.0
2014,BIBLIOTECONOMIA E GESTÃO DE UNIDADES DE INFORMAÇÃO,99321,,,4.0,CCJE,131.0,23.0,46.0,11.510791366906476,0.0,100.0,7.194244604316546,0.0,5.0,0.0,0.0,7.5,8.633093525179856,0.0,100.0,4.316546762589928,0.0,0.0,5.0359712230215825,0.0,5.0,1.4388489208633095,0.0,0.0,6.474820143884892,0.0,100.0,0.0,0.0,62.5,1.4388489208633095,0.0,5.0,5.0359712230215825,0.0,22.5,5.0359712230215825,0.0,30.0,6.474820143884892,0.0,90.0,166.0,43.0,48.0
2014,BIBLIOTECONOMIA E GESTÃO DE UNIDADES DE INFORMAÇÃO,1125885,,,4.0,CCJE,147.0,26.0,21.0,11.65644171779141,54.22077922077923,42.857142857142854,7.361963190184049,0.0,2.0408163265306123,0.0,0.0,0.0,12.269938650306749,56.40074211502784,40.816326530612244,2.4539877300613497,0.0,0.0,4.9079754601226995,0.0,0.0,1.2269938650306749,0.0,0.0,6.748466257668712,54.22077922077923,42.857142857142854,0.0,15.259740259740258,6.122448979591836,0.0,6.539888682745826,6.122448979591836,0.0,1.6697588126159555,20.408163265306122,6.748466257668712,13.079777365491651,10.204081632653061,4.9079754601226995,40.90909090909091,32.6530612244898,197.0,53.0,21.0
2014,CIÊNCIA DA COMPUTAÇÃO,85783,,,5.0,CCMN,409.0,63.0,59.0,15.22633744855967,32.053257984416476,57.84313725490197,4.526748971193416,0.0,0.0,0.0,0.0,0.9803921568627451,12.139917695473251,0.0,56.86274509803921,1.8518518518518516,0.0,0.0,3.0864197530864197,0.0,0.0,0.823045267489712,0.0,0.0,12.139917695473251,32.053257984416476,57.84313725490197,5.1440329218107,0.3724633958386851,36.27450980392157,0.6172839506172839,0.0,1.9607843137254901,1.2345679012345678,8.827810600222621,6.862745098039216,14.19753086419753,27.14701601164483,50.0,1.02880658436214,9.85529583012244,7.8431372549019605,530.0,118.0,59.0
