CO_CURSO,NO_CURSO,ANO_INGRESSO,ANO_REFERENCIA,DURACAO,ANO_INTEGRALIZACAO,QT_INGRESSANTES,QT_PERMANENCIA,QT_CONCLUINTES,QT_DESISTENTES,TAP,TCA,TDA,TCAN,TADA
14361,ODONTOLOGIA,2014,2021,5,2018,93,4,1,0,4.301075269,59.13978495,36.55913978,1.075268817,0.0
14363,DIREITO,2014,2014,6,2019,514,495,0,19,96.30350195,0.0,3.696498054,0.0,3.696498054
14363,DIREITO,2014,2015,6,2019,514,467,0,28,90.85603113,0.0,9.143968872,0.0,5.447470817
14363,DIREITO,2014,2016,6,2019,514,433,1,33,84.24124514,0.194552529,15.56420233,0.194552529,6.420233463
14363,DIREITO,2014,2017,6,2019,514,415,2,16,80.73929961,0.583657588,18.6770428,0.389105058,3.112840467
14363,DIREITO,2014,2018,6,2019,514,327,76,12,63.61867704,15.36964981,21.01167315,14.78599222,2.33463035
14363,DIREITO,2014,2019,6,2019,514,142,173,12,27.62645914,49.02723735,23.3463035,33.65758755,2.33463035
14363,DIREITO,2014,2020,6,2019,514,98,43,1,19.06614786,57.39299611,23.54085603,8.365758755,0.194552529
14363,DIREITO,2014,2021,6,2019,514,55,39,4,10.70038911,64.98054475,24.31906615,7.587548638,0.778210117
14364,CIÊNCIAS CONTÁBEIS,2014,2014,5,2018,193,172,0,21,89.11917098,0.0,10.88082902,0.0,10.88082902
14364,CIÊNCIAS CONTÁBEIS,2014,2015,5,2018,193,154,0,18,79.79274611,0.0,20.20725389,0.0,9.32642487
14364,CIÊNCIAS CONTÁBEIS,2014,2016,5,2018,193,144,0,10,74.61139896,0.0,25.38860104,0.0,5.18134715
14364,CIÊNCIAS CONTÁBEIS,2014,2017,5,2018,193,134,3,7,69.43005181,1.554404145,29.01554404,1.554404145,3.626943005
14364,CIÊNCIAS CONTÁBEIS,2014,2018,5,2018,193,87,34,13,45.07772021,19.17098446,35.75129534,17.61658031,6.735751295
14364,CIÊNCIAS CONTÁBEIS,2014,2019,5,2018,193,67,11,9,34.71502591,24.87046632,40.41450777,5.699481865,4.663212435
14364,CIÊNCIAS CONTÁBEIS,2014,2020,5,2018,193,45,22,0,23.31606218,36.26943005,40.41450777,11.39896373,0.0
14364,CIÊNCIAS CONTÁBEIS,2014,2021,5,2018,193,33,10,2,17.0984456,41.4507772,41.4507772,5.18134715,1.03626943
14365,ADMINISTRAÇÃO,2014,2014,5,2018,191,174,1,16,91.09947644,0.523560209,8.376963351,0.523560209,8.376963351
14365,ADMINISTRAÇÃO,2014,2015,5,2018,191,154,0,20,80.62827225,0.523560209,18.84816754,0.0,10.47120419
14365,ADMINISTRAÇÃO,2014,2016,5,2018,191,141,2,11,73.82198953,1.570680628,24.60732984,1.047120419,5.759162304
14365,ADMINISTRAÇÃO,2014,2017,5,2018,191,124,9,8,64.92146597,6.282722513,28.79581152,4.712041885,4.188481675
14365,ADMINISTRAÇÃO,2014,2018,5,2018,191,81,36,7,42.40837696,25.13089005,32.46073298,18.84816754,3.664921466
14365,ADMINISTRAÇÃO,2014,2019,5,2018,191,39,32,10,20.41884817,41.88481675,37.69633508,16.7539267,5.235602094
14365,ADMINISTRAÇÃO,2014,2020,5,2018,191,29,10,0,15.18324607,47.12041885,37.69633508,5.235602094,0.0
14365,ADMINISTRAÇÃO,2014,2021,5,2018,191,19,8,2,9.947643979,51.30890052,38.7434555,4.188481675,1.047120419
14366,CIÊNCIAS ECONÔMICAS,2014,2014,6,2019,226,208,0,18,92.03539823,0.0,7.96460177,0.0,7.96460177
14366,CIÊNCIAS ECONÔMICAS,2014,2015,6,2019,226,194,0,14,85.84070796,0.0,14.15929204,0.0,6.194690265
14366,CIÊNCIAS ECONÔMICAS,2014,2016,6,2019,226,183,0,11,80.97345133,0.0,19.02654867,0.0,4.867256637
14366,CIÊNCIAS ECONÔMICAS,2014,2017,6,2019,226,161,6,16,71.23893805,2.654867257,26.10619469,2.654867257,7.079646018
14366,CIÊNCIAS ECONÔMICAS,2014,2018,6,2019,226,111,32,18,49.11504425,16.81415929,34.07079646,14.15929204,7.96460177
14366,CIÊNCIAS ECONÔMICAS,2014,2019,6,2019,226,71,33,7,31.4159292,31.4159292,37.16814159,14.60176991,3.097345133
14366,CIÊNCIAS ECONÔMICAS,2014,2020,6,2019,226,43,27,1,19.02654867,43.36283186,37.61061947,11.94690265,0.442477876
14366,CIÊNCIAS ECONÔMICAS,2014,2021,6,2019,226,32,8,3,14.15929204,46.90265487,38.9380531,3.539823009,1.327433628
14367,ENGENHARIA QUÍMICA,2014,2014,7,2020,193,180,1,12,93.2642487,0.518134715,6.21761658,0.518134715,6.21761658
14367,ENGENHARIA QUÍMICA,2014,2015,7,2020,193,173,2,5,89.6373057,1.554404145,8.808290155,1.03626943,2.590673575
14367,ENGENHARIA QUÍMICA,2014,2016,7,2020,193,160,0,13,82.9015544,1.554404145,15.54404145,0.0,6.735751295
14367,ENGENHARIA QUÍMICA,2014,2017,7,2020,193,148,2,10,76.68393782,2.590673575,20.7253886,1.03626943,5.18134715
14367,ENGENHARIA QUÍMICA,2014,2018,7,2020,193,126,10,12,65.28497409,7.772020725,26.94300518,5.18134715,6.21761658
14367,ENGENHARIA QUÍMICA,2014,2019,7,2020,193,91,32,3,47.15025907,24.35233161,28.49740933,16.58031088,1.554404145
14367,ENGENHARIA QUÍMICA,2014,2020,7,2020,193,53,34,4,27.4611399,41.96891192,30.56994819,17.61658031,2.07253886
14367,ENGENHARIA QUÍMICA,2014,2021,7,2020,193,34,18,1,17.61658031,51.29533679,31.0880829,9.32642487,0.518134715
14368,ENGENHARIA DE MATERIAIS,2014,2014,6,2019,46,38,0,8,82.60869565,0.0,17.39130435,0.0,17.39130435
14368,ENGENHARIA DE MATERIAIS,2014,2015,6,2019,46,33,0,5,71.73913043,0.0,28.26086957,0.0,10.86956522
14368,ENGENHARIA DE MATERIAIS,2014,2016,6,2019,46,28,1,4,60.86956522,2.173913043,36.95652174,2.173913043,8.695652174
14368,ENGENHARIA DE MATERIAIS,2014,2017,6,2019,46,20,2,6,43.47826087,6.52173913,50.0,4.347826087,13.04347826
14368,ENGENHARIA DE MATERIAIS,2014,2018,6,2019,46,17,1,2,36.95652174,8.695652174,54.34782609,2.173913043,4.347826087
14368,ENGENHARIA DE MATERIAIS,2014,2019,6,2019,46,14,2,1,30.43478261,13.04347826,56.52173913,4.347826087,2.173913043
14368,ENGENHARIA DE MATERIAIS,2014,2020,6,2019,46,8,6,0,17.39130435,26.08695652,56.52173913,13.04347826,0.0
14368,ENGENHARIA DE MATERIAIS,2014,2021,6,2019,46,8,0,0,17.39130435,26.08695652,56.52173913,0.0,0.0
14369,FARMÁCIA,2014,2014,7,2020,323,299,0,24,92.56965944,0.0,7.430340557,0.0,7.430340557
14369,FARMÁCIA,2014,2015,7,2020,323,259,0,40,80.18575851,0.0,19.81424149,0.0,12.38390093
14369,FARMÁCIA,2014,2016,7,2020,323,224,1,34,69.3498452,0.309597523,30.34055728,0.309597523,10.52631579
14369,FARMÁCIA,2014,2017,7,2020,323,190,1,33,58.82352941,0.619195046,40.55727554,0.309597523,10.21671827
14369,FARMÁCIA,2014,2018,7,2020,323,160,8,22,49.53560372,3.095975232,47.36842105,2.476780186,6.811145511
14369,FARMÁCIA,2014,2019,7,2020,323,114,35,11,35.29411765,13.93188854,50.77399381,10.83591331,3.405572755
14369,FARMÁCIA,2014,2020,7,2020,323,75,38,1,23.21981424,25.69659443,51.08359133,11.76470588,0.309597523
14369,FARMÁCIA,2014,2021,7,2020,323,60,14,1,18.57585139,30.03095975,51.39318885,4.334365325,0.309597523
14372,DANÇA,2014,2014,5,2018,27,26,0,1,96.2962963,0.0,3.703703704,0.0,3.703703704
14372,DANÇA,2014,2015,5,2018,27,25,0,1,92.59259259,0.0,7.407407407,0.0,3.703703704
14372,DANÇA,2014,2016,5,2018,27,24,0,1,88.88888889,0.0,11.11111111,0.0,3.703703704
14372,DANÇA,2014,2017,5,2018,27,23,0,1,85.18518519,0.0,14.81481481,0.0,3.703703704
14372,DANÇA,2014,2018,5,2018,27,20,1,2,74.07407407,3.703703704,22.22222222,3.703703704,7.407407407
14372,DANÇA,2014,2019,5,2018,27,16,2,2,59.25925926,11.11111111,29.62962963,7.407407407,7.407407407
14372,DANÇA,2014,2020,5,2018,27,15,1,0,55.55555556,14.81481481,29.62962963,3.703703704,0.0
14372,DANÇA,2014,2021,5,2018,27,14,1,0,51.85185185,18.51851852,29.62962963,3.703703704,0.0
14373,FISIOTERAPIA,2014,2014,5,2018,98,95,0,3,96.93877551,0.0,3.06122449,0.0,3.06122449
14373,FISIOTERAPIA,2014,2015,5,2018,98,92,0,3,93.87755102,0.0,6.12244898,0.0,3.06122449
14373,FISIOTERAPIA,2014,2016,5,2018,98,80,2,10,81.63265306,2.040816327,16.32653061,2.040816327,10.20408163
14373,FISIOTERAPIA,2014,2017,5,2018,98,54,20,6,55.10204082,22.44897959,22.44897959,20.40816327,6.12244898
14373,FISIOTERAPIA,2014,2018,5,2018,98,46,4,4,46.93877551,26.53061224,26.53061224,4.081632653,4.081632653
14373,FISIOTERAPIA,2014,2019,5,2018,98,10,34,2,10.20408163,61.2244898,28.57142857,34.69387755,2.040816327
14373,FISIOTERAPIA,2014,2020,5,2018,98,7,3,0,7.142857143,64.28571429,28.57142857,3.06122449,0.0
14373,FISIOTERAPIA,2014,2021,5,2018,98,6,0,1,6.12244898,64.28571429,29.59183673,0.0,1.020408163
14376,FONOAUDIOLOGIA,2014,2014,5,2018,93,84,0,9,90.32258065,0.0,9.677419355,0.0,9.677419355
14376,FONOAUDIOLOGIA,2014,2015,5,2018,93,78,0,6,83.87096774,0.0,16.12903226,0.0,6.451612903
14376,FONOAUDIOLOGIA,2014,2016,5,2018,93,68,0,10,73.11827957,0.0,26.88172043,0.0,10.75268817
14376,FONOAUDIOLOGIA,2014,2017,5,2018,93,47,16,5,50.53763441,17.20430108,32.25806452,17.20430108,5.376344086
14376,FONOAUDIOLOGIA,2014,2018,5,2018,93,11,31,5,11.82795699,50.53763441,37.6344086,33.33333333,5.376344086
14376,FONOAUDIOLOGIA,2014,2019,5,2018,93,5,3,3,5.376344086,53.76344086,40.86021505,3.225806452,3.225806452
14376,FONOAUDIOLOGIA,2014,2020,5,2018,93,3,2,0,3.225806452,55.91397849,40.86021505,2.150537634,0.0
14376,FONOAUDIOLOGIA,2014,2021,5,2018,93,3,0,0,3.225806452,55.91397849,40.86021505,0.0,0.0
14379,QUÍMICA INDUSTRIAL,2014,2014,7,2020,88,69,0,19,78.40909091,0.0,21.59090909,0.0,21.59090909
14379,QUÍMICA INDUSTRIAL,2014,2015,7,2020,88,57,0,12,64.77272727,0.0,35.22727273,0.0,13.63636364
14379,QUÍMICA INDUSTRIAL,2014,2016,7,2020,88,49,0,8,55.68181818,0.0,44.31818182,0.0,9.090909091
14379,QUÍMICA INDUSTRIAL,2014,2017,7,2020,88,38,0,11,43.18181818,0.0,56.81818182,0.0,12.5
14379,QUÍMICA INDUSTRIAL,2014,2018,7,2020,88,27,0,11,30.68181818,0.0,69.31818182,0.0,12.5
14379,QUÍMICA INDUSTRIAL,2014,2019,7,2020,88,18,2,7,20.45454545,2.272727273,77.27272727,2.272727273,7.954545455
14379,QUÍMICA INDUSTRIAL,2014,2020,7,2020,88,11,5,2,12.5,7.954545455,79.54545455,5.681818182,2.272727273
14379,QUÍMICA INDUSTRIAL,2014,2021,7,2020,88,10,1,0,11.36363636,9.090909091,79.54545455,1.136363636,0.0
23965,ARTES CÊNICAS - CENOGRAFIA,2014,2014,5,2018,8,6,1,1,75.0,12.5,12.5,12.5,12.5
23965,ARTES CÊNICAS - CENOGRAFIA,2014,2015,5,2018,8,6,0,0,75.0,12.5,12.5,0.0,0.0
23965,ARTES CÊNICAS - CENOGRAFIA,2014,2016,5,2018,8,5,0,1,62.5,12.5,25.0,0.0,12.5
23965,ARTES CÊNICAS - CENOGRAFIA,2014,2017,5,2018,8,5,0,0,62.5,12.5,25.0,0.0,0.0
23965,ARTES CÊNICAS - CENOGRAFIA,2014,2018,5,2018,8,5,0,0,62.5,12.5,25.0,0.0,0.0
23965,ARTES CÊNICAS - CENOGRAFIA,2014,2019,5,2018,8,4,1,0,50.0,25.0,25.0,12.5,0.0
23965,ARTES CÊNICAS - CENOGRAFIA,2014,2020,5,2018,8,3,1,0,37.5,37.5,25.0,12.5,0.0
23965,ARTES CÊNICAS - CENOGRAFIA,2014,2021,5,2018,8,3,0,0,37.5,37.5,25.0,0.0,0.0
23969,EDUCAÇÃO ARTÍSTICA - DESENHO,2014,2014,5,2018,9,7,2,0,77.77777778,22.22222222,0.0,22.22222222,0.0
23969,EDUCAÇÃO ARTÍSTICA - DESENHO,2014,2015,5,2018,9,6,0,1,66.66666667,22.22222222,11.11111111,0.0,11.11111111
23969,EDUCAÇÃO ARTÍSTICA - DESENHO,2014,2016,5,2018,9,2,0,4,22.22222222,22.22222222,55.55555556,0.0,44.44444444
23969,EDUCAÇÃO ARTÍSTICA - DESENHO,2014,2017,5,2018,9,2,0,0,22.22222222,22.22222222,55.55555556,0.0,0.0
23969,EDUCAÇÃO ARTÍSTICA - DESENHO,2014,2018,5,2018,9,1,0,1,11.11111111,22.22222222,66.66666667,0.0,11.11111111
23969,EDUCAÇÃO ARTÍSTICA - DESENHO,2014,2019,5,2018,9,0,0,1,0.0,22.22222222,77.77777778,0.0,11.11111111
23969,EDUCAÇÃO ARTÍSTICA - DESENHO,2014,2020,5,2018,9,0,0,0,0.0,22.22222222,77.77777778,0.0,0.0
23969,EDUCAÇÃO ARTÍSTICA - DESENHO,2014,2021,5,2018,9,0,0,0,0.0,22.22222222,77.77777778,0.0,0.0
23972,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2014,2014,5,2018,143,66,57,20,46.15384615,39.86013986,13.98601399,39.86013986,13.98601399
23972,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2014,2015,5,2018,143,65,1,0,45.45454545,40.55944056,13.98601399,0.699300699,0.0
23972,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2014,2016,5,2018,143,62,1,2,43.35664336,41.25874126,15.38461538,0.699300699,1.398601399
23972,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2014,2017,5,2018,143,53,7,2,37.06293706,46.15384615,16.78321678,4.895104895,1.398601399
23972,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2014,2018,5,2018,143,28,23,2,19.58041958,62.23776224,18.18181818,16.08391608,1.398601399
23972,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2014,2019,5,2018,143,12,13,3,8.391608392,71.32867133,20.27972028,9.090909091,2.097902098
23972,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2014,2020,5,2018,143,8,4,0,5.594405594,74.12587413,20.27972028,2.797202797,0.0
23972,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2014,2021,5,2018,143,6,2,0,4.195804196,75.52447552,20.27972028,1.398601399,0.0
23976,CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA,2014,2014,5,2018,10,10,0,0,100.0,0.0,0.0,0.0,0.0
23976,CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA,2014,2015,5,2018,10,6,0,4,60.0,0.0,40.0,0.0,40.0
23976,CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA,2014,2016,5,2018,10,4,2,0,40.0,20.0,40.0,20.0,0.0
23976,CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA,2014,2017,5,2018,10,4,0,0,40.0,20.0,40.0,0.0,0.0
23976,CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA,2014,2018,5,2018,10,2,1,1,20.0,30.0,50.0,10.0,10.0
23976,CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA,2014,2019,5,2018,10,0,2,0,0.0,50.0,50.0,20.0,0.0
23976,CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA,2014,2020,5,2018,10,0,0,0,0.0,50.0,50.0,0.0,0.0
23976,CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA,2014,2021,5,2018,10,0,0,0,0.0,50.0,50.0,0.0,0.0
23977,ARTES CÊNICAS - DIREÇÃO TEATRAL,2014,2014,5,2018,17,16,0,1,94.11764706,0.0,5.882352941,0.0,5.882352941
23977,ARTES CÊNICAS - DIREÇÃO TEATRAL,2014,2015,5,2018,17,16,0,0,94.11764706,0.0,5.882352941,0.0,0.0
23977,ARTES CÊNICAS - DIREÇÃO TEATRAL,2014,2016,5,2018,17,15,0,1,88.23529412,0.0,11.76470588,0.0,5.882352941
23977,ARTES CÊNICAS - DIREÇÃO TEATRAL,2014,2017,5,2018,17,13,2,0,76.47058824,11.76470588,11.76470588,11.76470588,0.0
23977,ARTES CÊNICAS - DIREÇÃO TEATRAL,2014,2018,5,2018,17,8,3,2,47.05882353,29.41176471,23.52941176,17.64705882,11.76470588
23977,ARTES CÊNICAS - DIREÇÃO TEATRAL,2014,2019,5,2018,17,7,1,0,41.17647059,35.29411765,23.52941176,5.882352941,0.0
23977,ARTES CÊNICAS - DIREÇÃO TEATRAL,2014,2020,5,2018,17,6,1,0,35.29411765,41.17647059,23.52941176,5.882352941,0.0
23977,ARTES CÊNICAS - DIREÇÃO TEATRAL,2014,2021,5,2018,17,6,0,0,35.29411765,41.17647059,23.52941176,0.0,0.0
25835,JORNALISMO,2014,2014,5,2018,194,81,97,16,41.75257732,50.0,8.24742268,50.0,8.24742268
25835,JORNALISMO,2014,2015,5,2018,194,81,0,0,41.75257732,50.0,8.24742268,0.0,0.0
25835,JORNALISMO,2014,2016,5,2018,194,80,0,1,41.2371134,50.0,8.762886598,0.0,0.515463918
25835,JORNALISMO,2014,2017,5,2018,194,69,10,1,35.56701031,55.15463918,9.278350515,5.154639175,0.515463918
25835,JORNALISMO,2014,2018,5,2018,194,30,37,2,15.46391753,74.22680412,10.30927835,19.07216495,1.030927835
25835,JORNALISMO,2014,2019,5,2018,194,12,16,2,6.18556701,82.4742268,11.34020619,8.24742268,1.030927835
25835,JORNALISMO,2014,2020,5,2018,194,7,5,0,3.608247423,85.05154639,11.34020619,2.577319588,0.0
25835,JORNALISMO,2014,2021,5,2018,194,5,2,0,2.577319588,86.08247423,11.34020619,1.030927835,0.0
26611,ENFERMAGEM,2014,2014,5,2018,149,140,0,9,93.95973154,0.0,6.040268456,0.0,6.040268456
26611,ENFERMAGEM,2014,2015,5,2018,149,128,0,12,85.90604027,0.0,14.09395973,0.0,8.053691275
26611,ENFERMAGEM,2014,2016,5,2018,149,121,0,7,81.20805369,0.0,18.79194631,0.0,4.697986577
26611,ENFERMAGEM,2014,2017,5,2018,149,93,19,9,62.41610738,12.75167785,24.83221477,12.75167785,6.040268456
26611,ENFERMAGEM,2014,2018,5,2018,149,40,43,10,26.84563758,41.61073826,31.54362416,28.8590604,6.711409396
26611,ENFERMAGEM,2014,2019,5,2018,149,21,18,1,14.09395973,53.69127517,32.2147651,12.08053691,0.67114094
26611,ENFERMAGEM,2014,2020,5,2018,149,14,7,0,9.395973154,58.38926174,32.2147651,4.697986577,0.0
26611,ENFERMAGEM,2014,2021,5,2018,149,12,0,2,8.053691275,58.38926174,33.55704698,0.0,1.342281879
29106,CIÊNCIAS BIOLÓGICAS - BIOLOGIA VEGETAL,2014,2014,5,2018,9,9,0,0,100.0,0.0,0.0,0.0,0.0
29106,CIÊNCIAS BIOLÓGICAS - BIOLOGIA VEGETAL,2014,2015,5,2018,9,6,2,1,66.66666667,22.22222222,11.11111111,22.22222222,11.11111111
29106,CIÊNCIAS BIOLÓGICAS - BIOLOGIA VEGETAL,2014,2016,5,2018,9,6,0,0,66.66666667,22.22222222,11.11111111,0.0,0.0
29106,CIÊNCIAS BIOLÓGICAS - BIOLOGIA VEGETAL,2014,2017,5,2018,9,6,0,0,66.66666667,22.22222222,11.11111111,0.0,0.0
29106,CIÊNCIAS BIOLÓGICAS - BIOLOGIA VEGETAL,2014,2018,5,2018,9,3,3,0,33.33333333,55.55555556,11.11111111,33.33333333,0.0
29106,CIÊNCIAS BIOLÓGICAS - BIOLOGIA VEGETAL,2014,2019,5,2018,9,2,0,1,22.22222222,55.55555556,22.22222222,0.0,11.11111111
29106,CIÊNCIAS BIOLÓGICAS - BIOLOGIA VEGETAL,2014,2020,5,2018,9,2,0,0,22.22222222,55.55555556,22.22222222,0.0,0.0
29106,CIÊNCIAS BIOLÓGICAS - BIOLOGIA VEGETAL,2014,2021,5,2018,9,2,0,0,22.22222222,55.55555556,22.22222222,0.0,0.0
29307,FÍSICA MÉDICA,2014,2014,5,2018,23,22,0,1,95.65217391,0.0,4.347826087,0.0,4.347826087
29307,FÍSICA MÉDICA,2014,2015,5,2018,23,21,0,1,91.30434783,0.0,8.695652174,0.0,4.347826087
29307,FÍSICA MÉDICA,2014,2016,5,2018,23,17,0,4,73.91304348,0.0,26.08695652,0.0,17.39130435
29307,FÍSICA MÉDICA,2014,2017,5,2018,23,15,1,1,65.2173913,4.347826087,30.43478261,4.347826087,4.347826087
29307,FÍSICA MÉDICA,2014,2018,5,2018,23,10,2,3,43.47826087,13.04347826,43.47826087,8.695652174,13.04347826
29307,FÍSICA MÉDICA,2014,2019,5,2018,23,7,2,1,30.43478261,21.73913043,47.82608696,8.695652174,4.347826087
29307,FÍSICA MÉDICA,2014,2020,5,2018,23,7,0,0,30.43478261,21.73913043,47.82608696,0.0,0.0
29307,FÍSICA MÉDICA,2014,2021,5,2018,23,7,0,0,30.43478261,21.73913043,47.82608696,0.0,0.0
30273,EDUCAÇÃO ARTÍSTICA - ARTES PLÁSTICAS,2014,2014,5,2018,41,38,2,1,92.68292683,4.87804878,2.43902439,4.87804878,2.43902439
30273,EDUCAÇÃO ARTÍSTICA - ARTES PLÁSTICAS,2014,2015,5,2018,41,34,1,3,82.92682927,7.317073171,9.756097561,2.43902439,7.317073171
30273,EDUCAÇÃO ARTÍSTICA - ARTES PLÁSTICAS,2014,2016,5,2018,41,32,1,1,78.04878049,9.756097561,12.19512195,2.43902439,2.43902439
30273,EDUCAÇÃO ARTÍSTICA - ARTES PLÁSTICAS,2014,2017,5,2018,41,27,2,3,65.85365854,14.63414634,19.51219512,4.87804878,7.317073171
30273,EDUCAÇÃO ARTÍSTICA - ARTES PLÁSTICAS,2014,2018,5,2018,41,16,11,0,39.02439024,41.46341463,19.51219512,26.82926829,0.0
30273,EDUCAÇÃO ARTÍSTICA - ARTES PLÁSTICAS,2014,2019,5,2018,41,11,3,2,26.82926829,48.7804878,24.3902439,7.317073171,4.87804878
30273,EDUCAÇÃO ARTÍSTICA - ARTES PLÁSTICAS,2014,2020,5,2018,41,6,5,0,14.63414634,60.97560976,24.3902439,12.19512195,0.0
30273,EDUCAÇÃO ARTÍSTICA - ARTES PLÁSTICAS,2014,2021,5,2018,41,6,0,0,14.63414634,60.97560976,24.3902439,0.0,0.0
31956,COMUNICAÇÃO SOCIAL - PRODUÇÃO EDITORIAL,2014,2014,5,2018,40,18,17,5,45.0,42.5,12.5,42.5,12.5
31956,COMUNICAÇÃO SOCIAL - PRODUÇÃO EDITORIAL,2014,2015,5,2018,40,16,0,2,40.0,42.5,17.5,0.0,5.0
31956,COMUNICAÇÃO SOCIAL - PRODUÇÃO EDITORIAL,2014,2016,5,2018,40,15,0,1,37.5,42.5,20.0,0.0,2.5
31956,COMUNICAÇÃO SOCIAL - PRODUÇÃO EDITORIAL,2014,2017,5,2018,40,11,4,0,27.5,52.5,20.0,10.0,0.0
31956,COMUNICAÇÃO SOCIAL - PRODUÇÃO EDITORIAL,2014,2018,5,2018,40,5,4,2,12.5,62.5,25.0,10.0,5.0
31956,COMUNICAÇÃO SOCIAL - PRODUÇÃO EDITORIAL,2014,2019,5,2018,40,4,1,0,10.0,65.0,25.0,2.5,0.0
31956,COMUNICAÇÃO SOCIAL - PRODUÇÃO EDITORIAL,2014,2020,5,2018,40,4,0,0,10.0,65.0,25.0,0.0,0.0
31956,COMUNICAÇÃO SOCIAL - PRODUÇÃO EDITORIAL,2014,2021,5,2018,40,3,1,0,7.5,67.5,25.0,2.5,0.0
31957,CIÊNCIAS BIOLÓGICAS - ECOLOGIA,2014,2014,5,2018,18,18,0,0,100.0,0.0,0.0,0.0,0.0
31957,CIÊNCIAS BIOLÓGICAS - ECOLOGIA,2014,2015,5,2018,18,17,0,1,94.44444444,0.0,5.555555556,0.0,5.555555556
31957,CIÊNCIAS BIOLÓGICAS - ECOLOGIA,2014,2016,5,2018,18,16,1,0,88.88888889,5.555555556,5.555555556,5.555555556,0.0
31957,CIÊNCIAS BIOLÓGICAS - ECOLOGIA,2014,2017,5,2018,18,11,4,1,61.11111111,27.77777778,11.11111111,22.22222222,5.555555556
31957,CIÊNCIAS BIOLÓGICAS - ECOLOGIA,2014,2018,5,2018,18,1,10,0,5.555555556,83.33333333,11.11111111,55.55555556,0.0
31957,CIÊNCIAS BIOLÓGICAS - ECOLOGIA,2014,2019,5,2018,18,1,0,0,5.555555556,83.33333333,11.11111111,0.0,0.0
31957,CIÊNCIAS BIOLÓGICAS - ECOLOGIA,2014,2020,5,2018,18,0,1,0,0.0,88.88888889,11.11111111,5.555555556,0.0
31957,CIÊNCIAS BIOLÓGICAS - ECOLOGIA,2014,2021,5,2018,18,0,0,0,0.0,88.88888889,11.11111111,0.0,0.0
31958,CIÊNCIAS BIOLÓGICAS - ZOOLOGIA,2014,2014,5,2018,5,5,0,0,100.0,0.0,0.0,0.0,0.0
31958,CIÊNCIAS BIOLÓGICAS - ZOOLOGIA,2014,2015,5,2018,5,5,0,0,100.0,0.0,0.0,0.0,0.0
31958,CIÊNCIAS BIOLÓGICAS - ZOOLOGIA,2014,2016,5,2018,5,5,0,0,100.0,0.0,0.0,0.0,0.0
31958,CIÊNCIAS BIOLÓGICAS - ZOOLOGIA,2014,2017,5,2018,5,4,1,0,80.0,20.0,0.0,20.0,0.0
31958,CIÊNCIAS BIOLÓGICAS - ZOOLOGIA,2014,2018,5,2018,5,2,2,0,40.0,60.0,0.0,40.0,0.0
31958,CIÊNCIAS BIOLÓGICAS - ZOOLOGIA,2014,2019,5,2018,5,1,1,0,20.0,80.0,0.0,20.0,0.0
31958,CIÊNCIAS BIOLÓGICAS - ZOOLOGIA,2014,2020,5,2018,5,0,1,0,0.0,100.0,0.0,20.0,0.0
31958,CIÊNCIAS BIOLÓGICAS - ZOOLOGIA,2014,2021,5,2018,5,0,0,0,0.0,100.0,0.0,0.0,0.0
31959,CIÊNCIAS BIOLÓGICAS - GENÉTICA,2014,2014,5,2018,22,22,0,0,100.0,0.0,0.0,0.0,0.0
31959,CIÊNCIAS BIOLÓGICAS - GENÉTICA,2014,2015,5,2018,22,20,0,2,90.90909091,0.0,9.090909091,0.0,9.090909091
31959,CIÊNCIAS BIOLÓGICAS - GENÉTICA,2014,2016,5,2018,22,20,0,0,90.90909091,0.0,9.090909091,0.0,0.0
31959,CIÊNCIAS BIOLÓGICAS - GENÉTICA,2014,2017,5,2018,22,12,8,0,54.54545455,36.36363636,9.090909091,36.36363636,0.0
31959,CIÊNCIAS BIOLÓGICAS - GENÉTICA,2014,2018,5,2018,22,3,9,0,13.63636364,77.27272727,9.090909091,40.90909091,0.0
31959,CIÊNCIAS BIOLÓGICAS - GENÉTICA,2014,2019,5,2018,22,0,3,0,0.0,90.90909091,9.090909091,13.63636364,0.0
31959,CIÊNCIAS BIOLÓGICAS - GENÉTICA,2014,2020,5,2018,22,0,0,0,0.0,90.90909091,9.090909091,0.0,0.0
