NU_ANO_CENSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_REDE,TP_CATEGORIA_ADMINISTRATIVA,IN_COMUNITARIA,IN_CONFESSIONAL,CO_IES,NO_CURSO,CO_CURSO,NO_CINE_ROTULO,CO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVETNICO,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Duque de Caxias,3301702.0,0.0,1,1,1,1,0,0,586,Nanotecnologia,1114291,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística","""0588P01""",5,"Ciências naturais, matemática e estatística",58,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",588,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",1.0,1,1,1,1,32,32,0,0,20,0,12,0,150,150,0,0,149,0,1,0,21,6,15,21,0,20,0,20,0,0,0,0,0,1,0,0,1,18,2,0,0,0,0,0,11,0,9,1,0,0,71,24,47,71,0,1,54,13,1,1,0,0,1,43,6,20,2,0,0,4,1,3,4,0,0,2,1,0,1,0,0,0,4,0,0,0,0,0,21,0,70,1,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,0,2,0,31,31,15,0,14,0,2,2,0,0,1,0,18,11,5,0,12,9,0,35,35,1,2,2,0,0,0,0,0,105,21,71,4,55,7,45,1,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Duque de Caxias,3301702.0,0.0,2,1,1,1,0,0,586,Ciências Biológicas,63484,Biologia formação de professor,"""0114B01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,74,35,0,0,109,0,0,0,109,0,0,0,0,0,0,0,52,17,10,2,22,6,0,27,20,25,1,0,36,304,213,91,0,0,0,77,55,46,25,78,18,5,117,30,80,5,0,72,19,15,4,0,0,0,2,5,4,1,4,1,2,8,1,8,0,0,2,109,0,304,0,19,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,39,0,0,24,85,0,54,245,5,1,16,2,0,0,0,0,476,109,304,19,99,2,87,6,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Duque de Caxias,3301702.0,0.0,2,1,1,1,0,0,586,Física,63486,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,13,34,0,0,47,0,0,0,47,0,0,0,0,0,0,0,11,9,5,7,9,4,2,17,4,4,0,0,22,92,20,72,0,0,0,13,15,16,16,17,11,4,36,5,16,1,0,34,3,1,2,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,47,0,92,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,18,0,0,15,32,0,19,71,2,1,2,0,0,0,0,0,204,47,92,3,0,0,0,0,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Itaperuna,3302205.0,0.0,2,1,1,1,0,0,586,Física,63486,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,7,0,0,0,7,0,0,0,0,0,0,0,3,0,2,1,0,1,0,2,1,2,0,0,2,17,3,14,0,0,0,5,4,3,2,1,1,1,5,1,4,0,0,7,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,2,5,0,2,15,0,0,2,0,0,0,0,0,32,7,17,2,0,0,0,0,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Abi - Engenharia,5000469,"ABI Engenharia, produção e construção","""0011A07""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0,183,183,0,0,120,0,63,0,851,851,0,0,849,0,2,0,119,46,73,119,0,117,0,117,0,0,0,0,0,2,0,0,0,110,8,0,1,0,0,0,64,14,40,0,0,1,46,9,37,46,0,0,30,15,0,1,0,0,0,24,5,12,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,46,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,32,0,29,0,28,28,13,0,10,0,0,0,0,0,0,0,41,62,423,0,73,46,0,31,15,0,0,0,0,0,0,0,0,572,119,46,0,233,33,11,0,8,0,8,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Ciências Biológicas,99287,Biologia formação de professor,"""0114B01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,59,59,0,0,40,0,19,0,262,262,0,0,259,0,3,0,40,37,3,40,0,40,0,40,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,1,23,7,10,0,0,0,190,141,49,190,0,0,148,31,8,0,3,0,0,89,30,63,1,2,5,20,15,5,20,0,0,9,10,1,0,0,0,0,11,1,8,0,0,0,39,1,189,1,20,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,11,0,6,0,89,89,55,0,40,0,8,8,4,0,5,0,10,22,2,3,30,10,0,124,66,0,10,10,0,0,0,0,0,227,40,190,20,137,15,134,7,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Ciências Biológicas,1180207,Biologia,"""0511B01""",5,"Ciências naturais, matemática e estatística",51,Ciências biológicas e correlatas,511,Biologia,1.0,1,1,1,1,59,59,0,0,40,0,19,0,436,436,0,0,432,0,4,0,41,29,12,41,0,39,0,39,0,0,0,0,0,2,0,0,0,40,1,0,0,0,0,0,25,5,10,1,0,0,188,129,59,188,0,0,143,38,2,2,2,1,0,111,20,52,2,0,3,13,10,3,13,0,0,3,10,0,0,0,0,0,6,2,4,0,0,1,41,0,188,0,13,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,9,0,6,0,86,86,47,0,41,0,4,4,4,0,3,0,13,21,1,0,18,23,0,104,84,0,6,7,0,0,0,0,0,223,41,188,13,139,12,134,8,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Enfermagem,121848,Enfermagem,"""0913E01""",9,Saúde e bem-estar,91,Saúde,913,Enfermagem,1.0,1,1,1,1,123,123,0,0,80,0,43,0,1349,1349,0,0,1335,0,14,0,81,69,12,81,0,76,0,76,0,0,0,0,0,5,0,0,0,72,3,3,3,0,0,0,45,11,24,1,0,0,351,297,54,351,0,0,271,60,10,8,1,1,0,163,64,113,2,0,9,67,54,13,67,0,0,28,32,3,4,0,0,0,26,18,20,0,0,3,81,0,351,0,67,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,20,0,21,0,188,188,113,0,97,0,34,34,26,0,19,0,32,20,5,0,47,34,0,216,135,0,36,31,0,0,0,0,0,408,81,351,67,307,55,287,43,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Engenharia Civil,5001283,Engenharia civil,"""0732E01""",7,"Engenharia, produção e construção",73,Arquitetura e construção,732,Engenharia civil e construção,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,62,80,142,0,0,89,43,6,2,2,0,0,71,13,45,0,1,12,24,8,16,24,0,0,5,14,4,0,1,0,0,13,2,7,0,1,1,0,0,141,1,23,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,39,0,50,0,13,13,7,0,7,0,9,4,2,0,0,0,0,89,52,1,13,10,1,0,0,0,0,157,0,142,24,72,0,69,11,1,0,1,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Engenharia De Produção,5001281,Engenharia de produção,"""0725E02""",7,"Engenharia, produção e construção",72,Produção e processamento,725,Produção e processos de fabricação,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,45,60,105,0,0,76,26,2,1,0,0,0,54,10,26,3,0,12,15,7,8,15,0,0,7,8,0,0,0,0,0,12,1,2,0,0,0,0,0,105,0,15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,25,1,21,0,4,4,2,0,2,0,4,2,0,0,0,0,0,48,57,0,6,9,0,0,0,0,0,111,0,105,15,62,0,60,7,1,0,1,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Engenharia Mecânica,5001282,Engenharia mecânica,"""0715E02""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,715,Engenharia mecânica e metalurgia,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,75,214,289,0,0,196,78,13,1,1,0,0,143,29,89,4,0,24,54,10,44,54,0,0,15,34,4,0,1,0,0,24,3,19,1,0,7,0,0,289,0,54,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,141,76,0,69,0,24,24,11,0,7,0,15,3,1,0,0,0,0,165,124,0,29,25,0,0,0,0,0,308,0,289,54,155,0,151,25,9,0,9,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Farmácia,120922,Farmácia,"""0916F01""",9,Saúde e bem-estar,91,Saúde,916,Farmácia,1.0,1,1,1,1,166,166,0,0,100,0,66,0,962,962,0,0,949,0,13,0,90,69,21,90,0,87,0,87,0,0,0,0,0,3,0,0,0,84,4,2,0,0,0,0,50,12,27,1,0,0,476,382,94,476,0,0,342,100,17,13,3,1,0,236,66,148,6,0,20,70,55,15,70,0,0,32,29,4,3,1,1,0,36,8,25,0,0,1,90,0,476,0,70,0,10,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,22,2,19,0,236,236,120,2,118,0,37,37,20,0,15,0,28,47,6,0,56,34,0,277,199,0,42,28,0,0,0,0,0,557,90,476,70,317,18,303,47,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Medicina,121850,Medicina,"""0912M01""",9,Saúde e bem-estar,91,Saúde,912,Medicina,1.0,1,1,1,1,60,60,0,0,60,0,0,0,6553,6553,0,0,6553,0,0,0,64,40,24,64,0,60,0,60,0,0,0,0,0,0,0,4,0,54,5,1,3,1,0,0,40,4,19,1,0,0,371,259,112,371,0,0,204,123,20,17,7,0,0,208,30,120,5,0,8,43,31,12,43,0,0,6,27,6,4,0,0,0,26,2,13,1,0,1,64,0,371,0,43,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,18,0,16,0,168,168,105,3,89,0,14,14,9,0,9,0,6,13,0,0,33,31,0,183,187,1,18,25,0,0,0,0,0,390,64,371,43,202,12,200,24,1,0,1,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Nutrição,121852,Nutrição,"""0915N01""",9,Saúde e bem-estar,91,Saúde,915,"Promoção, prevenção, terapia e reabilitação",1.0,1,1,1,1,125,125,0,0,80,0,45,0,1273,1273,0,0,1261,0,12,0,79,65,14,79,0,78,0,78,0,0,0,0,0,1,0,0,0,75,3,1,0,0,0,0,46,11,22,0,0,0,427,359,68,427,0,0,301,90,19,9,5,1,2,213,51,141,7,1,14,67,59,8,67,0,0,27,32,5,2,1,0,0,29,11,22,1,0,4,79,0,426,1,66,1,7,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,16,0,15,0,217,217,124,0,102,0,31,31,20,0,9,0,14,37,2,0,41,38,0,253,174,0,40,27,0,0,0,0,0,480,79,427,67,306,27,301,44,2,0,2,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Química,120924,Química formação de professor,"""0114Q01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,38,38,0,0,25,0,13,0,112,112,0,0,111,0,1,0,20,13,7,20,0,20,0,20,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,12,4,4,0,0,0,80,52,28,80,0,0,64,13,1,1,1,0,0,35,12,27,0,0,6,6,4,2,6,0,0,3,3,0,0,0,0,0,3,1,2,0,0,0,20,0,80,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,0,4,0,37,37,22,0,21,0,2,2,1,0,1,0,11,16,3,0,11,9,0,45,35,0,4,2,0,0,0,0,0,110,20,80,6,33,5,31,4,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,0,0,586,Química,1125889,Química,"""0531Q01""",5,"Ciências naturais, matemática e estatística",53,Ciências físicas,531,Química,1.0,1,1,1,1,38,38,0,0,25,0,13,0,129,129,0,0,116,0,13,0,14,11,3,14,0,11,0,11,0,0,0,0,0,3,0,0,0,13,1,0,0,0,0,0,10,2,2,0,0,0,107,71,36,107,0,0,63,34,8,2,0,0,0,51,15,36,2,0,3,12,9,3,12,0,0,3,7,2,0,0,0,0,9,0,3,0,0,0,14,0,107,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,2,0,54,54,34,0,29,0,6,6,3,0,4,0,21,24,0,0,10,4,0,72,35,0,6,6,0,0,0,0,0,152,14,107,12,28,4,25,0,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,2,1,1,1,0,0,586,Física,63486,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,8,0,0,0,8,0,0,0,0,0,0,0,1,2,2,2,1,0,0,3,1,2,0,0,2,34,11,23,0,0,0,7,6,4,6,8,3,0,19,3,7,0,0,5,5,1,4,0,0,0,0,0,2,1,1,1,0,2,2,1,0,0,0,8,0,34,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,0,0,3,5,0,5,28,1,0,5,0,0,0,0,0,77,8,34,5,0,0,0,0,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Miracema,3303005.0,0.0,2,1,1,1,0,0,586,Ciências Contábeis,1442964,Contabilidade,"""0411C01""",4,"Negócios, administração e direito",41,Negócios e administração,411,Contabilidade e tributação,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,15,0,0,34,0,0,0,34,0,0,0,0,0,0,0,11,8,7,5,1,1,1,10,2,4,0,0,18,94,49,45,0,0,0,16,22,20,15,17,3,1,36,7,16,0,0,35,14,8,6,0,0,0,0,2,5,2,3,2,0,7,3,3,0,0,1,34,0,94,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,0,0,4,30,0,11,83,0,2,12,0,0,0,0,0,152,34,94,14,8,0,7,0,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Nova Iguaçu,3303500.0,0.0,2,1,1,1,0,0,586,Ciências Biológicas,63484,Biologia formação de professor,"""0114B01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,87,22,0,0,109,0,0,0,109,0,0,0,0,0,0,0,56,20,7,9,13,2,2,33,18,25,0,0,33,335,257,78,0,0,0,101,75,37,37,58,23,4,114,43,102,4,0,72,16,12,4,0,0,0,5,6,0,2,0,3,0,5,1,6,1,0,3,109,0,335,0,16,0,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,49,1,0,26,83,0,46,278,11,5,11,0,0,0,0,0,520,109,335,16,130,5,108,1,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Nova Iguaçu,3303500.0,0.0,2,1,1,1,0,0,586,Física,63486,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,11,44,0,0,54,0,0,0,54,0,0,0,1,0,0,0,20,13,6,6,4,5,1,19,2,14,0,0,20,122,20,102,0,0,0,21,25,14,18,19,18,7,38,11,36,0,0,37,3,0,3,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,55,0,122,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,22,0,0,12,43,0,16,99,7,0,2,1,0,0,0,0,233,55,122,3,0,0,0,0,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Nova Iguaçu,3303500.0,0.0,2,1,1,1,0,0,586,Química,123365,Química formação de professor,"""0114Q01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,52,32,0,0,84,0,0,0,84,0,0,0,0,0,0,0,36,16,6,8,13,3,2,25,11,19,1,0,28,132,85,47,0,0,0,30,21,20,26,26,9,0,43,16,36,3,2,32,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,84,0,132,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,121,29,1,0,28,56,0,35,95,2,0,2,0,0,0,0,0,283,84,132,2,23,0,20,2,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Paracambi,3303609.0,0.0,2,1,1,1,0,0,586,Ciências Contábeis,1442964,Contabilidade,"""0411C01""",4,"Negócios, administração e direito",41,Negócios e administração,411,Contabilidade e tributação,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,48,50,0,0,98,0,0,0,98,0,0,0,0,0,0,0,17,26,19,10,23,2,1,19,12,31,2,0,34,251,115,136,0,0,0,34,55,47,36,60,18,1,83,28,79,2,0,59,8,3,5,0,0,0,1,2,2,1,1,1,0,3,1,2,0,0,2,98,0,251,0,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,24,0,0,15,83,0,36,215,0,0,8,0,0,0,0,0,375,98,251,8,29,1,27,2,0,0,0,0
2023,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Paracambi,3303609.0,0.0,2,1,1,1,0,0,586,Física,63486,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,8,0,0,0,8,0,0,0,0,0,0,0,3,1,0,2,2,0,0,3,0,2,0,0,3,19,1,18,0,0,0,3,2,4,5,4,0,1,9,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,3,5,0,4,13,2,0,0,0,0,0,0,0,50,8,19,0,0,0,0,0,0,0,0,0
