,NU_ANO_CENSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,TP_REDE,CO_IES,NO_CURSO,CO_CURSO,NO_CINE_ROTULO,CO_CINE_ROTULO2,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVETNICO,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
190147,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS MATEMÁTICAS E DA TERRA,116844,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística","""0588P01""",5,"Ciências naturais, matemática e estatística",58,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",588,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",1.0,1,1,1,1,400,400,0,0,280,0,120,0,2143,2143,0,0,2136,0,7,0,280,97,183,280,0,275,0,275,0,0,0,0,0,5,0,0,2,245,19,4,4,3,3,0,111,27,81,2,0,59,582,213,369,582,0,2,450,80,24,12,7,5,2,244,81,176,6,1,74,10,4,6,10,0,0,1,5,4,0,0,0,0,5,2,3,0,0,0,279,1,578,4,10,0,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140,80,0,69,0,286,286,159,1,155,0,5,5,2,0,1,0,239,79,68,0,151,129,0,315,264,3,5,4,1,0,0,0,0,968,280,582,10,23,0,14,0,0,0,0,0
190148,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS MATEMÁTICAS E DA TERRA - ANALISTA DE SUPORTE À DECISÃO,116848,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística","""0588P01""",5,"Ciências naturais, matemática e estatística",58,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",588,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,13,0,0,5,5,2,1,0,0,0,6,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,5,0,0,0,0,0,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0
190149,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS MATEMÁTICAS E DA TERRA - CIÊNCIAS DA TERRA E PATRIMÔNIO NATURAL,116847,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística","""0588P01""",5,"Ciências naturais, matemática e estatística",58,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",588,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0
190150,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS MATEMÁTICAS E DA TERRA - SENSORIAMENTO REMOTO E GEOPROCESSAMENTO,116846,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística","""0588P01""",5,"Ciências naturais, matemática e estatística",58,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",588,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,12,20,0,0,4,12,4,0,0,0,0,12,3,5,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,9,11,0,1,1,0,0,0,0,0,26,0,20,2,2,0,2,0,0,0,0,0
190151,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS SOCIAIS,14348,Ciências sociais formação de professor,"""0114C03""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,82,0,82,0,60,0,22,0,816,0,816,0,790,0,26,0,67,33,34,0,67,58,0,58,0,0,0,0,0,9,0,0,1,48,10,2,2,2,2,0,24,14,16,1,1,11,186,97,89,0,186,1,101,41,19,10,7,6,1,74,45,48,1,1,17,42,25,17,0,42,0,18,11,8,2,2,1,0,22,6,11,0,0,3,67,0,186,0,42,0,8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,17,1,14,0,98,98,52,2,50,0,19,19,8,0,10,0,86,18,0,0,36,31,0,111,72,3,21,20,1,1,0,1,0,290,67,186,42,41,1,38,11,0,0,0,0
190152,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS SOCIAIS,314348,Ciências sociais,"""0312C02""",3,"Ciências sociais, comunicação e informação",31,Ciências sociais e comportamentais,312,Ciências sociais e políticas,1.0,1,1,1,1,139,139,0,0,120,0,19,0,1197,1197,0,0,1184,0,13,0,125,84,41,125,0,120,0,120,0,0,0,0,0,5,0,0,2,107,8,1,0,2,2,3,62,18,21,0,1,23,401,260,141,401,0,1,295,51,17,11,12,7,7,194,78,83,2,1,43,71,49,22,71,0,0,42,16,3,4,5,0,1,45,7,12,1,0,6,125,0,399,2,71,0,10,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,27,3,29,0,189,189,105,3,100,0,26,26,12,0,15,0,131,34,2,0,64,61,0,208,188,5,28,39,4,0,0,0,0,568,125,401,71,69,3,67,15,0,0,0,0
190153,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,COMPOSIÇÃO DE INTERIOR,14337,Design de interiores,"""0212D03""",2,Artes e humanidades,21,Artes,212,"Moda, design de interiores e desenho industrial",1.0,1,1,1,1,35,35,0,0,30,0,5,0,66,66,0,0,65,0,1,0,31,27,4,31,0,30,0,30,0,0,0,0,0,1,0,0,0,29,1,1,0,0,0,0,11,4,2,0,0,14,143,128,15,143,0,0,106,29,4,1,2,1,0,68,15,36,4,1,19,19,19,0,19,0,0,4,13,1,0,0,1,0,9,2,8,0,0,0,31,0,143,0,19,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,4,0,61,61,32,0,34,0,9,9,5,0,6,0,20,4,4,0,9,22,0,70,73,0,12,7,0,0,0,0,0,171,31,143,19,60,1,57,5,1,0,1,0
190154,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,COMUNICAÇÃO SOCIAL  - RADIALISMO,31960,"Rádio, TV e internet","""0321R01""",3,"Ciências sociais, comunicação e informação",32,Comunicação e informação,321,Comunicação e reportagem,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,80,91,0,171,0,103,53,11,2,1,1,0,105,15,31,1,0,19,27,8,19,0,27,0,9,14,3,0,0,1,0,21,0,2,0,0,4,0,0,171,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,32,0,30,0,9,9,2,0,1,0,50,2,2,0,0,0,0,74,90,7,10,16,1,0,0,0,0,225,0,171,27,74,0,65,2,1,0,1,0
190155,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,COMUNICAÇÃO SOCIAL - PRODUÇÃO EDITORIAL,31956,Produção editorial,"""0321P01""",3,"Ciências sociais, comunicação e informação",32,Comunicação e informação,321,Comunicação e reportagem,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,43,9,0,52,0,31,15,4,0,2,0,0,25,7,14,1,0,5,11,10,1,0,11,0,5,3,3,0,0,0,0,7,1,1,1,0,1,0,0,52,0,11,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,13,1,16,0,4,4,1,0,1,0,18,0,1,0,0,0,0,37,15,0,7,4,0,0,0,0,0,71,0,52,11,23,0,23,3,0,0,0,0
190156,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,23972,Publicidade e propaganda,"""0414P01""",4,"Negócios, administração e direito",41,Negócios e administração,414,Marketing e propaganda,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,167,80,0,247,0,201,39,6,1,0,0,0,122,27,72,2,0,24,50,37,13,0,50,0,37,10,3,0,0,0,0,28,4,13,1,0,4,0,0,247,0,50,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,68,1,69,0,24,24,11,0,14,0,35,0,0,0,0,0,0,131,113,3,26,23,1,0,0,0,0,282,0,247,50,106,0,104,5,3,0,3,0
190157,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,COMUNICAÇÃO VISUAL DESIGN,116842,Design,"""0212D02""",2,Artes e humanidades,21,Artes,212,"Moda, design de interiores e desenho industrial",1.0,1,1,1,1,74,74,0,0,72,0,2,0,266,266,0,0,254,0,12,0,73,52,21,73,0,72,0,72,0,0,0,0,0,1,0,0,0,69,4,0,0,0,0,0,28,8,19,0,1,17,404,267,137,404,0,0,282,104,15,3,0,0,0,183,40,111,5,1,64,69,42,27,69,0,0,30,33,3,3,0,0,0,35,5,20,2,0,7,73,0,402,2,69,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,14,0,17,0,200,200,99,0,97,0,36,36,15,0,12,0,77,6,1,0,42,31,0,225,172,7,44,23,2,0,0,0,0,488,73,404,69,116,2,111,8,2,0,2,0
190158,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CONSERVAÇÃO E RESTAURAÇÃO,1114294,Conservação e restauro,"""0222C01""",2,Artes e humanidades,22,Humanidades (exceto línguas),222,História e arqueologia,1.0,1,1,1,1,47,47,0,0,40,0,7,0,433,433,0,0,427,0,6,0,40,29,11,40,0,40,0,40,0,0,0,0,0,0,0,0,0,33,2,1,1,1,2,0,16,7,9,1,0,7,161,136,25,161,0,0,99,27,10,7,7,9,2,75,21,39,4,0,22,15,13,2,15,0,0,4,5,3,0,0,3,0,6,4,3,0,0,2,40,0,161,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,0,10,0,81,81,39,0,39,0,8,8,6,0,4,0,54,10,0,0,21,19,0,95,65,1,10,5,0,0,0,0,0,225,40,161,15,42,3,40,0,0,0,0,0
190159,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,DANÇA,14372,Dança,"""0215D01""",2,Artes e humanidades,21,Artes,215,Música e artes cênicas,1.0,1,1,1,1,55,0,55,0,40,0,15,0,46,0,46,0,40,0,6,0,24,20,4,0,24,21,0,21,0,0,0,0,0,3,0,0,0,22,2,0,0,0,0,0,6,2,8,0,0,8,162,114,48,0,162,0,88,51,10,9,4,0,0,50,37,47,4,2,22,9,7,2,0,9,0,1,6,1,0,1,0,0,4,2,3,0,0,0,24,0,161,1,9,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,6,0,5,0,71,71,40,0,36,0,5,5,2,0,2,0,57,1,1,0,17,7,0,106,51,5,5,3,1,0,0,0,0,221,24,162,9,41,1,32,2,0,0,0,0
190160,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,DANÇA,1107284,Dança formação de professor,"""0114D01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,44,0,44,0,40,0,4,0,1141,0,1141,0,1131,0,10,0,42,32,10,0,42,38,0,38,0,0,0,0,0,4,0,0,0,35,4,2,1,0,0,0,18,6,10,0,0,8,204,162,42,0,204,0,90,68,23,15,6,2,0,71,49,65,2,1,16,10,8,2,0,10,0,1,6,2,1,0,0,0,4,4,1,0,0,1,42,0,204,0,10,0,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,9,0,10,0,96,96,54,1,50,0,3,3,3,0,1,0,64,5,1,0,24,18,0,138,63,3,5,4,1,0,0,0,0,274,42,204,10,52,2,46,0,0,0,0,0
190161,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,DEFESA E GESTÃO ESTRATÉGICA INTERNACIONAL,1114299,Relações internacionais,"""0312R01""",3,"Ciências sociais, comunicação e informação",31,Ciências sociais e comportamentais,312,Ciências sociais e políticas,1.0,1,1,1,1,142,0,142,0,120,0,22,0,1294,0,1294,0,1290,0,4,0,118,73,45,0,118,117,0,117,0,0,0,0,0,1,0,0,1,108,2,0,1,4,2,0,40,14,34,0,0,30,482,277,205,0,482,1,369,63,19,9,16,4,1,209,78,122,3,1,69,48,33,15,0,48,0,23,21,3,1,0,0,0,27,3,9,0,1,8,117,1,481,1,48,0,17,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,33,3,28,0,223,223,118,7,113,0,17,17,5,0,3,0,154,17,0,0,57,60,1,237,239,6,21,26,1,0,0,0,0,653,118,482,48,42,2,41,5,0,0,0,0
190162,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,DESENHO INDUSTRIAL - PROJETO DE PRODUTO,33825,Desenho industrial,"""0212D01""",2,Artes e humanidades,21,Artes,212,"Moda, design de interiores e desenho industrial",1.0,1,1,1,1,57,57,0,0,50,0,7,0,56,56,0,0,52,0,4,0,38,19,19,38,0,37,0,37,0,0,0,0,0,1,0,0,0,37,1,0,0,0,0,0,14,2,4,0,0,18,270,155,115,270,0,0,160,94,12,4,0,0,0,143,16,59,1,0,51,38,23,15,38,0,0,7,28,2,1,0,0,0,21,4,9,0,0,4,38,0,267,3,37,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2,0,4,0,83,83,32,0,38,0,12,12,4,0,7,0,59,8,0,0,16,22,0,113,145,12,14,18,6,0,0,0,0,337,38,270,38,70,1,66,3,0,0,0,0
190163,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,DIREITO,14363,Direito,"""0421D01""",4,"Negócios, administração e direito",42,Direito,421,Direito,1.0,1,1,1,1,513,363,150,0,510,0,3,0,15313,9670,5643,0,15296,0,17,0,505,292,213,353,152,496,0,496,0,0,0,0,0,1,0,8,0,455,26,13,7,4,0,0,208,61,134,6,0,96,2680,1470,1210,1848,832,0,2053,367,126,61,47,24,2,1264,309,728,17,7,355,335,183,152,242,93,0,184,116,17,8,5,5,0,176,26,104,4,0,25,504,1,2678,2,335,0,83,18,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,137,16,125,0,1307,1307,712,53,668,0,147,147,85,0,70,0,383,41,1,0,264,241,0,1369,1279,32,161,164,10,0,0,0,0,3105,505,2680,335,539,10,513,67,27,0,27,0
190164,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,EDUCAÇÃO ARTÍSTICA - ARTES PLÁSTICAS,30273,Artes formação de professor,"""0114A01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,53,53,0,0,40,0,13,0,647,647,0,0,634,0,13,0,50,39,11,50,0,37,0,37,0,0,0,0,0,13,0,0,0,42,5,2,0,1,0,0,23,6,10,1,1,9,203,145,58,203,0,0,123,33,26,5,8,5,3,85,28,60,3,2,25,26,18,8,26,0,0,4,9,8,2,2,1,0,8,5,11,0,0,2,50,0,203,0,26,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,15,0,15,0,95,95,55,2,53,0,13,13,6,0,8,0,44,1,0,0,33,17,0,121,78,4,17,6,3,2,0,1,1,248,50,203,26,78,7,72,7,2,0,2,0
190165,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,EDUCAÇÃO ARTÍSTICA - DESENHO,23969,Artes formação de professor,"""0114A01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,45,45,0,0,36,0,9,0,637,637,0,0,634,0,3,0,39,29,10,39,0,36,0,36,0,0,0,0,0,3,0,0,1,30,4,3,0,1,0,0,13,5,12,0,1,8,106,73,33,106,0,1,76,14,6,2,5,1,1,39,18,36,0,0,13,4,2,2,4,0,0,2,0,1,0,1,0,0,2,0,2,0,0,0,39,0,106,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14,0,10,0,54,54,33,0,33,0,2,2,1,0,1,0,35,6,4,0,23,16,0,62,42,2,3,1,0,0,0,0,0,151,39,106,4,26,2,23,3,1,0,1,0
190166,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,EDUCAÇÃO FÍSICA,44892,Educação física,"""0915E01""",9,Saúde e bem-estar,91,Saúde,915,"Promoção, prevenção, terapia e reabilitação",1.0,1,1,1,1,180,80,100,0,180,0,0,0,6418,2411,4007,0,6418,0,0,0,176,64,112,79,97,176,0,176,0,0,0,0,0,0,0,0,1,140,22,6,5,2,0,0,60,21,54,0,0,41,896,275,621,396,500,1,474,235,99,44,34,8,1,331,111,303,7,3,141,97,31,66,49,48,0,35,37,12,8,3,1,1,37,6,50,1,0,3,176,0,895,1,97,0,7,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,89,51,2,45,0,414,414,245,4,217,0,43,43,27,0,17,0,230,14,1,0,102,74,0,516,347,33,55,39,3,0,0,0,0,1141,176,896,97,131,0,127,16,1,0,1,0
190167,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,EDUCAÇÃO FÍSICA,44893,Educação física formação de professor,"""0114E03""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,218,218,0,0,200,0,18,0,4884,4884,0,0,4841,0,43,0,211,72,139,211,0,197,0,197,0,0,0,0,0,14,0,0,1,184,16,5,3,2,0,0,78,26,57,1,0,49,825,339,486,825,0,1,564,160,58,24,16,2,0,296,149,254,2,4,120,129,63,66,129,0,0,52,49,17,8,3,0,0,53,24,39,1,0,12,211,0,823,2,129,0,20,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,53,3,49,0,388,388,231,9,193,0,53,53,27,0,28,0,250,22,1,0,118,93,0,464,339,22,69,50,10,1,0,0,0,1098,211,825,129,201,7,188,21,0,0,0,0
